Name: “Table 1 of 1 on page 45 of 85”,Name: “Table 1 of 1 on page 45 of 85”,Name: “Table 1 of 1 on page 45 of 85”,Name: “Table 1 of 1 on page 45 of 85”,Name: “Table 1 of 1 on page 45 of 85”,Name: “Table 1 of 1 on page 45 of 85”,Name: “Table 1 of 1 on page 45 of 85”,Name: “Table 1 of 1 on page 45 of 85”,Name: “Table 1 of 1 on page 45 of 85”,Name: “Table 1 of 1 on page 45 of 85”,Name: “Table 1 of 1 on page 45 of 85”,Name: “Table 1 of 1 on page 45 of 85”,Name: “Table 1 of 1 on page 45 of 85”,Name: “Table 1 of 1 on page 45 of 85”
Table: 45,Table: 45,Table: 45,Table: 45,Table: 45,Table: 45,Table: 45,Table: 45,Table: 45,Table: 45,Table: 45,Table: 45,Table: 45,Table: 45
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2007,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
11102,MEHERRIN VOL. FIRE DEPT.,MEHERRIN VOL. FIRE DEPT.,MEHERRIN VOL. FIRE DEPT.,,,,,,,,,,
Count,27,42,36,30,33,45,35,38,35,33,32,24,410
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,6,3,1,0,7,1,4,8,3,0,0,35
11103,VICTORIA FIRE & RESCUE INC.,VICTORIA FIRE & RESCUE INC.,VICTORIA FIRE & RESCUE INC.,,,,,,,,,,
Count,61,58,60,41,53,49,30,70,70,55,47,46,640
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,3,1,1,1,0,1,0,2,0,1,0,11
11301,MADISON FIRE DEPARTMENT,MADISON FIRE DEPARTMENT,MADISON FIRE DEPARTMENT,,,,,,,,,,
Count,27,44,47,25,0,0,0,0,0,0,0,1,144
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
11501,MATHEWS VOL. FIRE DEPT.,MATHEWS VOL. FIRE DEPT.,,,,,,,,,,,
Count,17,14,20,27,24,26,27,18,19,11,6,21,230
Exposures,2,0,0,0,0,0,0,0,0,0,0,0,2
Aid Given,0,0,1,1,0,0,0,1,0,0,0,0,3
11701,BOYDTON VOL. FIRE DEPT.,BOYDTON VOL. FIRE DEPT.,,,,,,,,,,,
Count,2,4,6,6,0,0,0,0,0,0,0,0,18
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,6,8,6,1,0,0,0,0,0,0,0,0,21
11702,Buckhorn Volunteer Fire Depart,Buckhorn Volunteer Fire Depart,Buckhorn Volunteer Fire Depart,,,,,,,,,,
Count,3,1,6,5,2,4,5,2,2,4,1,2,37
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,3,0,0,0,0,3,1,1,0,0,0,10
Page 45 of 85,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,5/19/08 10:30:31 AM,5/19/08 10:30:31 AM
