Name: “Table 1 of 1 on page 25 of 85”,Name: “Table 1 of 1 on page 25 of 85”,Name: “Table 1 of 1 on page 25 of 85”,Name: “Table 1 of 1 on page 25 of 85”,Name: “Table 1 of 1 on page 25 of 85”,Name: “Table 1 of 1 on page 25 of 85”,Name: “Table 1 of 1 on page 25 of 85”,Name: “Table 1 of 1 on page 25 of 85”,Name: “Table 1 of 1 on page 25 of 85”,Name: “Table 1 of 1 on page 25 of 85”,Name: “Table 1 of 1 on page 25 of 85”,Name: “Table 1 of 1 on page 25 of 85”,Name: “Table 1 of 1 on page 25 of 85”,Name: “Table 1 of 1 on page 25 of 85”
Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2007,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
06104,The Plains Fire and Rescue Dep,The Plains Fire and Rescue Dep,The Plains Fire and Rescue Dep,,,,,,,,,,
Count,11,25,9,6,9,1,19,10,3,15,12,25,145
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,0,2,3,1,0,0,0,0,0,0,2,11
06107,Catlett Fire Dept,,,,,,,,,,,,
Count,13,22,44,50,59,39,12,46,20,0,0,0,305
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,4,0,0,0,0,1,0,0,0,0,0,5
06108,Goldvein Fire Dept,Goldvein Fire Dept,,,,,,,,,,,
Count,13,21,14,17,6,13,13,12,11,13,7,17,157
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,1,0,0,1,2
06110,New Baltimore Fire and Rescue,New Baltimore Fire and Rescue,New Baltimore Fire and Rescue,,,,,,,,,,
Count,0,4,5,0,0,0,0,0,0,0,0,0,9
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,1,0,0,0,0,0,0,0,0,0,0,1
06111,Orlean Fire and Rescue Dept,Orlean Fire and Rescue Dept,Orlean Fire and Rescue Dept,,,,,,,,,,
Count,16,16,13,9,11,16,22,22,7,10,5,13,160
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,6,6,3,1,5,2,0,0,4,2,0,12,41
06113,Lois Fire Dept,,,,,,,,,,,,
Count,36,31,33,14,0,0,32,36,36,40,34,41,333
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,11,8,5,0,0,3,8,7,6,5,6,62
Page 25 of 85,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,5/19/08 10:30:25 AM,5/19/08 10:30:25 AM
