Name: “Table 1 of 1 on page 76 of 85”,Name: “Table 1 of 1 on page 76 of 85”,Name: “Table 1 of 1 on page 76 of 85”,Name: “Table 1 of 1 on page 76 of 85”,Name: “Table 1 of 1 on page 76 of 85”,Name: “Table 1 of 1 on page 76 of 85”,Name: “Table 1 of 1 on page 76 of 85”,Name: “Table 1 of 1 on page 76 of 85”,Name: “Table 1 of 1 on page 76 of 85”,Name: “Table 1 of 1 on page 76 of 85”,Name: “Table 1 of 1 on page 76 of 85”,Name: “Table 1 of 1 on page 76 of 85”,Name: “Table 1 of 1 on page 76 of 85”,Name: “Table 1 of 1 on page 76 of 85”
Table: 76,Table: 76,Table: 76,Table: 76,Table: 76,Table: 76,Table: 76,Table: 76,Table: 76,Table: 76,Table: 76,Table: 76,Table: 76,Table: 76
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2007,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
19703,MAX MEADOWS VOL. FIRE DEPT.,MAX MEADOWS VOL. FIRE DEPT.,MAX MEADOWS VOL. FIRE DEPT.,,,,,,,,,,
Count,10,18,18,21,16,16,21,14,27,25,11,11,208
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,1,0,1,0,0,0,1,0,0,0,0,3
19704,RURAL RETREAT VOL. FIRE,RURAL RETREAT VOL. FIRE,,,,,,,,,,,
Count,8,6,12,12,10,13,11,15,10,7,6,9,119
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,1,1,1,0,0,0,0,0,0,0,3
19705,SPEEDWELL VOL. FIRE DEPT.,SPEEDWELL VOL. FIRE DEPT.,SPEEDWELL VOL. FIRE DEPT.,,,,,,,,,,
Count,3,0,8,0,4,0,5,6,1,2,5,4,38
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,1,0,0,0,0,0,0,0,0,0,0,1
19706,WYTHEVILLE,,,,,,,,,,,,
Count,10,18,23,20,16,11,11,19,16,19,13,13,189
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,1,1,0,0,0,1,2,1,0,0,1,7
19900,COUNTY OF YORK,COUNTY OF YORK,,,,,,,,,,,
Count,561,525,663,630,691,683,694,808,705,732,648,639,"7,979"
Exposures,0,0,0,2,0,0,0,0,0,0,0,0,2
Aid Given,62,55,51,67,71,82,84,77,59,80,49,39,776
51000,Alexandria Fire Department,Alexandria Fire Department,,,,,,,,,,,
Count,"1,212","1,249","1,345","1,329","1,483","1,356","1,322","1,397","1,200","1,376","1,211","1,286","15,766"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,1,0,1,2,0,0,1,0,0,0,0,6
Page 76 of 85,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,5/19/08 10:30:41 AM,5/19/08 10:30:41 AM
