Name: “Table 1 of 1 on page 3 of 3”,Name: “Table 1 of 1 on page 3 of 3”,Name: “Table 1 of 1 on page 3 of 3”,Name: “Table 1 of 1 on page 3 of 3”,Name: “Table 1 of 1 on page 3 of 3”,Name: “Table 1 of 1 on page 3 of 3”,Name: “Table 1 of 1 on page 3 of 3”,Name: “Table 1 of 1 on page 3 of 3”,Name: “Table 1 of 1 on page 3 of 3”,Name: “Table 1 of 1 on page 3 of 3”,Name: “Table 1 of 1 on page 3 of 3”,Name: “Table 1 of 1 on page 3 of 3”
Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3
,,,,,,,,,,,
,Virginia Department of Fire Programs,Virginia Department of Fire Programs,Virginia Department of Fire Programs,Virginia Department of Fire Programs,Virginia Department of Fire Programs,Virginia Department of Fire Programs,Virginia Department of Fire Programs,Virginia Department of Fire Programs,Virginia Department of Fire Programs,,
"Fire Deaths By Locality, Virginia, 2000 - 2005","Fire Deaths By Locality, Virginia, 2000 - 2005","Fire Deaths By Locality, Virginia, 2000 - 2005","Fire Deaths By Locality, Virginia, 2000 - 2005","Fire Deaths By Locality, Virginia, 2000 - 2005","Fire Deaths By Locality, Virginia, 2000 - 2005",,,,,,
,,,,,,,,,,Average,
,,,,,,,,,,Annual,
FIPS,Location,Population,2000,2001,2002,2003,2004,2005,Total,"Rate/100,000",Rank
678,Lexington,"6,867",0,0,0,0,0,0,0,,
680,Lynchburg,"65,269",3,2,1,1,1,0,8,2.04,42
683,Manassas,"35,135",0,0,2,0,0,0,2,0.95,79
685,Manassas Park,"10,290",0,0,0,0,0,0,0,,
690,Martinsville,"15,416",1,1,0,0,0,0,2,2.16,37
700,Newport News,"180,150",5,2,0,4,6,2,19,1.76,49
710,Norfolk,"234,403",3,3,1,1,4,9,21,1.49,58
720,Norton,"3,904",0,1,0,1,0,0,2,8.54,3
730,Petersburg,"33,740",0,2,1,0,1,2,6,2.96,21
735,Poquoson,"11,566",0,0,0,0,1,0,1,1.44,64
740,Portsmouth,"100,565",2,0,2,1,4,0,9,1.49,59
750,Radford,"15,859",0,0,0,1,0,1,2,2.10,41
760,Richmond,"197,790",6,12,6,6,3,1,34,2.86,22
770,Roanoke,"94,911",3,1,1,1,1,3,10,1.76,50
775,Salem,"24,747",0,0,0,0,1,0,1,0.67,86
790,Staunton,"23,853",0,0,0,1,1,0,2,1.40,67
800,Suffolk,"63,677",0,0,2,0,1,1,4,1.05,75
810,Virginia Beach,"425,257",2,4,0,5,4,0,15,0.59,89
820,Waynesboro,"19,520",0,2,0,0,0,1,3,2.56,30
830,Williamsburg,"11,998",1,0,0,0,0,0,1,1.39,68
840,Winchester,"23,585",0,0,0,1,0,1,2,1.41,66
Total,,,86,76,67,75,107,72,483,,
,Out of State / Unknown,,8,1,0,5,3,1,18,,
,VIRGINIA,"7,078,515",1.21,1.07,0.95,1.06,1.51,1.02,1.14,,
