"Table 19. Age-adjusted death rates, by race, Hispanic origin, and state: United States, average annual 1979-1981, 1989-1991, and 2008-2010",,,,,,,,,
,,,,,,,,,
,,,,,,,,,
(Data are based on death certificates),,,,,,,,,
,,,,,,,,,
,,,,,,American,,,
,,,,,Black or,Indian or,Asian or,,"White,"
,,,,,     African,Alaska,Pacific,Hispanic,not Hispanic
,,All persons,,White,    American,Native1,Islander, or Latino2,   or Latino
,,,,,,,,,
,,,,,,,,,
State,1979-1981,1989-1991,2008-2010,2008-2010,2008-2010,2008-2010,2008-2010,2008-2010,2008-2010
,,,,,,,,,
,,,"         Age-adjusted death rate per 100,000 population3",,,,,,
,,,,,,,,,
United States..................,"1,022.8",942.2,757.0,750.5,919.2,629.3,427.8,565.7,763.1
,,,,,,,,,
   Alabama.....................,"1,091.2","1,037.9",946.5,920.0,"1,061.2",337.8,456.7,347.4,926.0
   Alaska......................,"1,087.4",944.6,765.8,716.6,740.3,"1,156.9",452.8,492.4,720.0
   Arizona.....................,951.5,873.5,700.3,694.1,791.8,878.1,409.1,635.1,699.8
   Arkansas....................,"1,017.0",996.3,905.4,885.9,"1,083.1",368.7,579.5,352.3,897.3
   California..................,975.5,911.0,659.9,685.1,875.3,371.4,432.7,551.0,713.3
   Colorado....................,941.1,856.1,695.8,700.1,805.1,456.0,400.2,699.0,693.4
   Connecticut.................,961.5,857.5,661.3,659.8,731.3,277.8,342.7,540.5,659.1
   Delaware....................,"1,069.7","1,001.9",777.1,768.2,862.2,*,325.0,437.9,769.3
   District of Columbia........,"1,243.1","1,255.3",840.8,524.9,"1,065.4",*,366.0,411.5,522.1
   Florida.....................,960.8,870.9,706.4,696.2,827.7,326.9,368.8,555.3,726.1
,,,,,,,,,
   Georgia.....................,"1,094.3","1,037.4",850.6,826.3,955.2,149.0,405.5,298.2,843.0
   Hawaii......................,801.2,752.2,608.0,649.0,620.4,*,593.6,797.3,656.2
   Idaho.......................,936.7,856.6,731.1,731.5,597.9,851.3,526.9,503.9,738.2
   Illinois....................,"1,063.7",973.8,755.1,734.9,968.1,187.5,385.0,475.9,747.4
