Name: “Table 1 of 1 on page 21 of 27”,Name: “Table 1 of 1 on page 21 of 27”,Name: “Table 1 of 1 on page 21 of 27”,Name: “Table 1 of 1 on page 21 of 27”,Name: “Table 1 of 1 on page 21 of 27”,Name: “Table 1 of 1 on page 21 of 27”,Name: “Table 1 of 1 on page 21 of 27”,Name: “Table 1 of 1 on page 21 of 27”,Name: “Table 1 of 1 on page 21 of 27”,Name: “Table 1 of 1 on page 21 of 27”,Name: “Table 1 of 1 on page 21 of 27”,Name: “Table 1 of 1 on page 21 of 27”
Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21
,,,,,,,,,,,
Appendix B – Virginia Property Index Crime Rate and Ranking by,Appendix B – Virginia Property Index Crime Rate and Ranking by,Appendix B – Virginia Property Index Crime Rate and Ranking by,Appendix B – Virginia Property Index Crime Rate and Ranking by,Appendix B – Virginia Property Index Crime Rate and Ranking by,Appendix B – Virginia Property Index Crime Rate and Ranking by,Appendix B – Virginia Property Index Crime Rate and Ranking by,Appendix B – Virginia Property Index Crime Rate and Ranking by,Appendix B – Virginia Property Index Crime Rate and Ranking by,Appendix B – Virginia Property Index Crime Rate and Ranking by,Appendix B – Virginia Property Index Crime Rate and Ranking by,
"Locality, 1999 and 2008","Locality, 1999 and 2008","Locality, 1999 and 2008","Locality, 1999 and 2008",Source:,Source:,DCJS,,,,,
"Rank 1=highest crime rate statewide, Rank 134=lowest crime rate statewide","Rank 1=highest crime rate statewide, Rank 134=lowest crime rate statewide","Rank 1=highest crime rate statewide, Rank 134=lowest crime rate statewide","Rank 1=highest crime rate statewide, Rank 134=lowest crime rate statewide","Rank 1=highest crime rate statewide, Rank 134=lowest crime rate statewide","Rank 1=highest crime rate statewide, Rank 134=lowest crime rate statewide","Rank 1=highest crime rate statewide, Rank 134=lowest crime rate statewide","Rank 1=highest crime rate statewide, Rank 134=lowest crime rate statewide",,,,
(Note: 1999 rank includes city of Clifton Forge; rank 135 will be lowest 1999 ranking.,(Note: 1999 rank includes city of Clifton Forge; rank 135 will be lowest 1999 ranking.,(Note: 1999 rank includes city of Clifton Forge; rank 135 will be lowest 1999 ranking.,(Note: 1999 rank includes city of Clifton Forge; rank 135 will be lowest 1999 ranking.,(Note: 1999 rank includes city of Clifton Forge; rank 135 will be lowest 1999 ranking.,(Note: 1999 rank includes city of Clifton Forge; rank 135 will be lowest 1999 ranking.,(Note: 1999 rank includes city of Clifton Forge; rank 135 will be lowest 1999 ranking.,Clifton Forge reverted to town status in 2001).,Clifton Forge reverted to town status in 2001).,Clifton Forge reverted to town status in 2001).,,
Counties,Counties,,,,,,,,,,
,,1999,2008,1999,2008,,,1999,2008,1999,2008
FIPS,Locality,Rate,Rate,Rank,Rank,FIPS,Locality,Rate,Rate,Rank,Rank
001,Accomack Co,"1,830.7","1,983.7",60,57,099,King George Co,"2,024.1","1,815.1",58,64
