Name: “Table 1 of 1 on page 66 of 78”,Name: “Table 1 of 1 on page 66 of 78”,Name: “Table 1 of 1 on page 66 of 78”,Name: “Table 1 of 1 on page 66 of 78”,Name: “Table 1 of 1 on page 66 of 78”,Name: “Table 1 of 1 on page 66 of 78”,Name: “Table 1 of 1 on page 66 of 78”,Name: “Table 1 of 1 on page 66 of 78”,Name: “Table 1 of 1 on page 66 of 78”,Name: “Table 1 of 1 on page 66 of 78”,Name: “Table 1 of 1 on page 66 of 78”,Name: “Table 1 of 1 on page 66 of 78”,Name: “Table 1 of 1 on page 66 of 78”,Name: “Table 1 of 1 on page 66 of 78”
Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2005,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
18502,BLUEFIELD VOL. FIRE DEPT.,BLUEFIELD VOL. FIRE DEPT.,BLUEFIELD VOL. FIRE DEPT.,,,,,,,,,,
Count,41,29,25,28,23,30,14,33,27,23,26,18,317
Exposures,0,1,0,0,0,0,0,0,0,0,0,0,1
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
18503,JEWELL RIDGE VOL. FIRE DEPT.,JEWELL RIDGE VOL. FIRE DEPT.,JEWELL RIDGE VOL. FIRE DEPT.,,,,,,,,,,
Count,1,0,0,1,0,0,0,3,1,0,0,0,6
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
18505,RICHLANDS VOL. FIRE DEPT.,RICHLANDS VOL. FIRE DEPT.,RICHLANDS VOL. FIRE DEPT.,,,,,,,,,,
Count,21,31,22,36,22,21,20,24,28,33,40,33,331
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,1,0,1
18506,TAZEWELL CO. VOL. FIRE DEPT.,TAZEWELL CO. VOL. FIRE DEPT.,TAZEWELL CO. VOL. FIRE DEPT.,,,,,,,,,,
Count,118,79,63,56,67,91,55,87,73,100,70,44,903
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,2,4,3,1,1,2,1,0,0,0,0,17
18507,TOWN OF TAZEWELL FIRE DEPT.,TOWN OF TAZEWELL FIRE DEPT.,TOWN OF TAZEWELL FIRE DEPT.,,,,,,,,,,
Count,11,4,6,12,8,12,4,10,10,17,11,12,117
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
18511,TANNERSVILLE VOL. FIRE DEPT.,TANNERSVILLE VOL. FIRE DEPT.,TANNERSVILLE VOL. FIRE DEPT.,,,,,,,,,,
Count,2,2,2,2,4,7,7,4,5,2,2,6,45
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
Page 66 of 78,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,6/7/06 7:54:15 AM
