Name: “Table 1 of 1 on page 14 of 78”,Name: “Table 1 of 1 on page 14 of 78”,Name: “Table 1 of 1 on page 14 of 78”,Name: “Table 1 of 1 on page 14 of 78”,Name: “Table 1 of 1 on page 14 of 78”,Name: “Table 1 of 1 on page 14 of 78”,Name: “Table 1 of 1 on page 14 of 78”,Name: “Table 1 of 1 on page 14 of 78”,Name: “Table 1 of 1 on page 14 of 78”,Name: “Table 1 of 1 on page 14 of 78”,Name: “Table 1 of 1 on page 14 of 78”,Name: “Table 1 of 1 on page 14 of 78”,Name: “Table 1 of 1 on page 14 of 78”,Name: “Table 1 of 1 on page 14 of 78”
Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2005,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
02701,GRUNDY VOL. FIRE DEPT.,GRUNDY VOL. FIRE DEPT.,,,,,,,,,,,
Count,3,6,5,6,5,1,3,1,0,0,0,0,30
Exposures,0,0,1,0,0,0,0,0,0,0,0,0,1
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
02704,COUNCIL VOL. FIRE DEPT.,COUNCIL VOL. FIRE DEPT.,,,,,,,,,,,
Count,2,1,1,0,1,2,1,2,0,0,0,3,13
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,1,0,0,0,1,0,0,0,0,2
02707,RUSSELL PRATER FIRE DEPT.,RUSSELL PRATER FIRE DEPT.,RUSSELL PRATER FIRE DEPT.,,,,,,,,,,
Count,2,1,0,0,4,2,0,1,2,1,3,3,19
Exposures,0,0,0,0,0,0,0,0,1,0,0,0,1
Aid Given,2,0,0,0,0,1,1,0,1,0,2,0,7
02708,SLATE CREEK VOL. FIRE DEPT.,SLATE CREEK VOL. FIRE DEPT.,SLATE CREEK VOL. FIRE DEPT.,,,,,,,,,,
Count,1,1,1,3,1,2,2,0,2,4,3,1,21
Exposures,0,0,0,0,0,0,0,0,1,0,0,0,1
Aid Given,1,1,0,2,2,1,0,0,0,2,5,4,18
02709,HARMAN VOL. FIRE DEPT.,HARMAN VOL. FIRE DEPT.,,,,,,,,,,,
Count,6,3,6,5,5,14,7,6,9,9,8,6,84
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
02901,ARVONIA VOL. FIRE DEPT.,ARVONIA VOL. FIRE DEPT.,,,,,,,,,,,
Count,7,8,6,7,4,4,5,5,5,5,6,4,66
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,4,5,4,0,3,0,0,1,3,4,0,27
Page 14 of 78,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,6/7/06 7:53:54 AM
