Name: “Table 1 of 1 on page 32 of 78”,Name: “Table 1 of 1 on page 32 of 78”,Name: “Table 1 of 1 on page 32 of 78”,Name: “Table 1 of 1 on page 32 of 78”,Name: “Table 1 of 1 on page 32 of 78”,Name: “Table 1 of 1 on page 32 of 78”,Name: “Table 1 of 1 on page 32 of 78”,Name: “Table 1 of 1 on page 32 of 78”,Name: “Table 1 of 1 on page 32 of 78”,Name: “Table 1 of 1 on page 32 of 78”,Name: “Table 1 of 1 on page 32 of 78”,Name: “Table 1 of 1 on page 32 of 78”,Name: “Table 1 of 1 on page 32 of 78”,Name: “Table 1 of 1 on page 32 of 78”
Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2005,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
08503,EASTERN HANOVER VOL FIRE,EASTERN HANOVER VOL FIRE,EASTERN HANOVER VOL FIRE,,,,,,,,,,
Count,40,30,33,28,34,32,50,51,52,58,44,63,515
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,21,25,23,14,16,17,40,19,17,15,10,15,232
08504,DOSWELL VOL. FIRE DEPT.,DOSWELL VOL. FIRE DEPT.,,,,,,,,,,,
Count,39,18,23,30,28,38,44,41,35,32,31,36,395
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,13,8,7,8,15,11,14,10,9,8,20,9,132
08505,HANOVER COURTHOUSE VOL,HANOVER COURTHOUSE VOL,HANOVER COURTHOUSE VOL,,,,,,,,,,
Count,18,9,16,11,16,15,11,21,12,18,14,12,173
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,29,18,20,21,15,20,18,18,23,20,26,14,242
08506,HENRY VOL. FIRE DEPT.,HENRY VOL. FIRE DEPT.,,,,,,,,,,,
Count,77,58,63,58,71,74,83,68,88,73,76,54,843
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,15,11,31,14,16,29,31,20,18,16,17,15,233
08507,MECHANICSVILLE VOL. FIRE,MECHANICSVILLE VOL. FIRE,MECHANICSVILLE VOL. FIRE,,,,,,,,,,
Count,142,137,143,111,145,147,162,143,149,147,125,137,"1,688"
Exposures,0,0,0,0,1,0,0,2,0,0,0,0,3
Aid Given,7,7,8,12,12,29,21,12,13,19,10,17,167
08508,MONTPELIER VOL. FIRE DEPT.,MONTPELIER VOL. FIRE DEPT.,MONTPELIER VOL. FIRE DEPT.,,,,,,,,,,
Count,41,42,24,34,28,43,46,31,35,36,42,34,436
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,7,2,9,2,4,5,5,3,2,1,3,5,48
Page 32 of 78,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,6/7/06 7:54:00 AM
