Name: “Table 1 of 1 on page 21 of 78”,Name: “Table 1 of 1 on page 21 of 78”,Name: “Table 1 of 1 on page 21 of 78”,Name: “Table 1 of 1 on page 21 of 78”,Name: “Table 1 of 1 on page 21 of 78”,Name: “Table 1 of 1 on page 21 of 78”,Name: “Table 1 of 1 on page 21 of 78”,Name: “Table 1 of 1 on page 21 of 78”,Name: “Table 1 of 1 on page 21 of 78”,Name: “Table 1 of 1 on page 21 of 78”,Name: “Table 1 of 1 on page 21 of 78”,Name: “Table 1 of 1 on page 21 of 78”,Name: “Table 1 of 1 on page 21 of 78”,Name: “Table 1 of 1 on page 21 of 78”
Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2005,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
04903,Randolph District VFD,Randolph District VFD,,,,,,,,,,,
Count,2,5,3,3,2,5,2,5,3,7,3,0,40
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,0,0,0,0,0,0,0,0,0,0,0,2
05101,Clintwood Vol. Fire Dept.,Clintwood Vol. Fire Dept.,,,,,,,,,,,
Count,11,14,14,14,21,10,18,10,9,17,17,15,170
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,2,0,5,3,0,2,3,1,2,0,1,20
05102,Haysi VFD,,,,,,,,,,,,
Count,9,7,5,15,17,8,6,15,7,10,5,6,110
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,2,1,0,2,0,1,0,0,0,1,1,11
05103,Clinchco Vol. Fire Department,Clinchco Vol. Fire Department,Clinchco Vol. Fire Department,,,,,,,,,,
Count,3,1,1,6,2,1,3,11,5,11,5,9,58
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,1,6,6,2,15
05104,SANDY RIDGE VOL. FIRE DEPT.,SANDY RIDGE VOL. FIRE DEPT.,SANDY RIDGE VOL. FIRE DEPT.,,,,,,,,,,
Count,0,0,0,0,0,0,0,0,0,0,0,0,0
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
05701,TAPPAHANNOCK-ESSEX VOL.,TAPPAHANNOCK-ESSEX VOL.,TAPPAHANNOCK-ESSEX VOL.,,,,,,,,,,
Count,16,13,13,15,12,18,11,14,14,11,8,5,150
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,1,0,0,0,0,0,0,0,1
Page 21 of 78,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,6/7/06 7:53:56 AM
