Name: “Table 1 of 1 on page 63 of 78”,Name: “Table 1 of 1 on page 63 of 78”,Name: “Table 1 of 1 on page 63 of 78”,Name: “Table 1 of 1 on page 63 of 78”,Name: “Table 1 of 1 on page 63 of 78”,Name: “Table 1 of 1 on page 63 of 78”,Name: “Table 1 of 1 on page 63 of 78”,Name: “Table 1 of 1 on page 63 of 78”,Name: “Table 1 of 1 on page 63 of 78”,Name: “Table 1 of 1 on page 63 of 78”,Name: “Table 1 of 1 on page 63 of 78”,Name: “Table 1 of 1 on page 63 of 78”,Name: “Table 1 of 1 on page 63 of 78”,Name: “Table 1 of 1 on page 63 of 78”
Table: 63,Table: 63,Table: 63,Table: 63,Table: 63,Table: 63,Table: 63,Table: 63,Table: 63,Table: 63,Table: 63,Table: 63,Table: 63,Table: 63
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2005,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
17501,BOYKINS VOL. FIRE DEPT.,BOYKINS VOL. FIRE DEPT.,,,,,,,,,,,
Count,5,11,4,5,2,4,6,6,4,1,4,5,57
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,1,7,2,1,1,2,3,2,0,1,1,25
17502,BRANCHVILLE VOL. FIRE DEPT.,BRANCHVILLE VOL. FIRE DEPT.,BRANCHVILLE VOL. FIRE DEPT.,,,,,,,,,,
Count,1,0,2,1,2,0,1,3,4,0,0,1,15
Exposures,0,0,0,0,0,0,0,0,1,0,0,0,1
Aid Given,1,2,1,2,0,1,1,2,3,0,0,4,17
17504,COURTLAND VOL. FIRE DEPT.,COURTLAND VOL. FIRE DEPT.,COURTLAND VOL. FIRE DEPT.,,,,,,,,,,
Count,4,7,7,18,10,11,16,7,17,11,12,12,132
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,0,2,2,2,3,2,1,5,2,1,0,22
17507,NEWSOMS VOL. FIRE DEPT.,NEWSOMS VOL. FIRE DEPT.,,,,,,,,,,,
Count,4,2,6,8,2,1,0,3,1,3,4,1,35
Exposures,0,0,0,0,0,0,0,0,2,0,0,0,2
Aid Given,0,1,0,0,1,0,0,0,4,0,1,1,8
17508,SEDLEY VOL. FIRE DEPT.,SEDLEY VOL. FIRE DEPT.,,,,,,,,,,,
Count,6,11,10,9,4,9,10,4,8,8,12,13,104
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,1,1,1,2,1,3,1,1,1,0,12
17700,SPOTSYLVANIA FIRE & RESCUE,SPOTSYLVANIA FIRE & RESCUE,SPOTSYLVANIA FIRE & RESCUE,,,,,,,,,,
Count,491,434,479,480,492,533,502,516,456,477,511,577,"5,948"
Exposures,1,3,1,2,0,2,3,2,2,2,3,1,22
Aid Given,6,7,9,4,11,7,5,4,4,3,7,8,75
Page 63 of 78,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,6/7/06 7:54:14 AM
