Name: “Table 1 of 1 on page 22 of 78”,Name: “Table 1 of 1 on page 22 of 78”,Name: “Table 1 of 1 on page 22 of 78”,Name: “Table 1 of 1 on page 22 of 78”,Name: “Table 1 of 1 on page 22 of 78”,Name: “Table 1 of 1 on page 22 of 78”,Name: “Table 1 of 1 on page 22 of 78”,Name: “Table 1 of 1 on page 22 of 78”,Name: “Table 1 of 1 on page 22 of 78”,Name: “Table 1 of 1 on page 22 of 78”,Name: “Table 1 of 1 on page 22 of 78”,Name: “Table 1 of 1 on page 22 of 78”,Name: “Table 1 of 1 on page 22 of 78”,Name: “Table 1 of 1 on page 22 of 78”
Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2005,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
05900,FAIRFAX COUNTY FIRE AND,FAIRFAX COUNTY FIRE AND,FAIRFAX COUNTY FIRE AND,,,,,,,,,,
Count,"6,597","5,676","6,144","6,075","6,437","6,432","6,156","6,128","6,034","6,168","5,893","6,034","73,774"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,303,248,223,254,240,263,281,273,250,274,296,285,"3,190"
06100,Department of Fire & Emergency,Department of Fire & Emergency,Department of Fire & Emergency,,,,,,,,,,
Count,5,4,11,9,1,4,8,8,8,4,15,7,84
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,0,0,2,0,1,1,1,1,0,1,8
06101,Warrenton Fire Dept.,Warrenton Fire Dept.,,,,,,,,,,,
Count,92,90,72,89,75,94,97,74,93,76,87,82,"1,021"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,11,3,21,10,15,6,8,3,6,5,5,7,100
06102,Remington Fire and Rescue,Remington Fire and Rescue,,,,,,,,,,,
Count,34,33,33,50,43,26,45,29,29,45,46,41,454
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,9,10,2,6,3,1,2,3,3,4,5,8,56
06103,Marshall Fire Dept,Marshall Fire Dept,,,,,,,,,,,
Count,24,22,25,24,21,15,20,6,39,40,46,33,315
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
06104,The Plains Fire and Rescue Dep,The Plains Fire and Rescue Dep,The Plains Fire and Rescue Dep,,,,,,,,,,
Count,4,0,3,11,6,7,7,0,0,1,3,3,45
Exposures,1,0,0,0,0,0,0,0,0,0,0,0,1
Aid Given,0,0,0,2,0,0,0,0,0,0,0,0,2
Page 22 of 78,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,6/7/06 7:53:57 AM
