Name: “Table 1 of 1 on page 78 of 78”,Name: “Table 1 of 1 on page 78 of 78”,Name: “Table 1 of 1 on page 78 of 78”,Name: “Table 1 of 1 on page 78 of 78”,Name: “Table 1 of 1 on page 78 of 78”,Name: “Table 1 of 1 on page 78 of 78”,Name: “Table 1 of 1 on page 78 of 78”,Name: “Table 1 of 1 on page 78 of 78”,Name: “Table 1 of 1 on page 78 of 78”,Name: “Table 1 of 1 on page 78 of 78”,Name: “Table 1 of 1 on page 78 of 78”,Name: “Table 1 of 1 on page 78 of 78”,Name: “Table 1 of 1 on page 78 of 78”,Name: “Table 1 of 1 on page 78 of 78”
Table: 78,Table: 78,Table: 78,Table: 78,Table: 78,Table: 78,Table: 78,Table: 78,Table: 78,Table: 78,Table: 78,Table: 78,Table: 78,Table: 78
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2005,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
83000,Williamsburg,Fire Department,Fire Department,,,,,,,,,,
Count,168,198,184,214,167,172,251,229,245,241,222,204,"2,495"
Exposures,0,0,0,0,1,0,0,0,0,0,0,0,1
Aid Given,32,36,29,36,28,37,44,56,41,45,45,52,481
84000,Public Safety Building,Public Safety Building,,,,,,,,,,,
Count,397,398,430,439,442,414,425,456,468,472,456,428,"5,225"
Exposures,0,0,0,0,0,0,0,3,2,0,0,0,5
Aid Given,31,33,24,29,35,34,46,56,37,37,52,51,465
92002,Metro. Wash. Airports Fire,Metro. Wash. Airports Fire,,,,,,,,,,,
Count,359,316,372,351,404,500,417,439,346,356,314,368,"4,542"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,77,86,62,73,75,75,92,88,92,86,90,79,975
92007,Shenandoah Valley Airport Fire,Shenandoah Valley Airport Fire,Shenandoah Valley Airport Fire,,,,,,,,,,
Count,2,0,1,1,2,2,2,1,1,1,1,1,15
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,2,0,0,0,0,1,0,0,0,0,1,5
92008,Lynchburg Regional Airport,Lynchburg Regional Airport,,,,,,,,,,,
Count,0,0,0,0,0,0,0,3,5,5,3,2,18
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
Grand Totals,Grand Totals,,,,,,,,,,,,
Count,"43,545","39,666","44,262","44,014","43,881","45,232","47,562","46,884","44,419","46,087","43,569","43,698","532,819"
Exposures,44,33,55,38,53,40,20,37,29,26,37,41,453
Aid Given,"2,785","2,563","2,703",2,"2,691","2,790","3,060","3,020","2,718","2,885","3,172","3,035","34,293"
Page 78 of 78,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,6/7/06 7:54:22 AM,6/7/06 7:54:22 AM
