Name: “Table 1 of 1 on page 73 of 78”,Name: “Table 1 of 1 on page 73 of 78”,Name: “Table 1 of 1 on page 73 of 78”,Name: “Table 1 of 1 on page 73 of 78”,Name: “Table 1 of 1 on page 73 of 78”,Name: “Table 1 of 1 on page 73 of 78”,Name: “Table 1 of 1 on page 73 of 78”,Name: “Table 1 of 1 on page 73 of 78”,Name: “Table 1 of 1 on page 73 of 78”,Name: “Table 1 of 1 on page 73 of 78”,Name: “Table 1 of 1 on page 73 of 78”,Name: “Table 1 of 1 on page 73 of 78”,Name: “Table 1 of 1 on page 73 of 78”,Name: “Table 1 of 1 on page 73 of 78”
Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2005,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
59000,Danville Fire Department,Danville Fire Department,,,,,,,,,,,
Count,403,405,408,400,398,337,377,372,387,405,428,409,"4,729"
Exposures,0,1,0,0,0,0,0,0,0,0,2,4,7
Aid Given,0,0,0,0,0,0,0,1,0,1,0,0,2
60000,FAIRFAX CITY FIRE DEPARTMENT,FAIRFAX CITY FIRE DEPARTMENT,FAIRFAX CITY FIRE DEPARTMENT,,,,,,,,,,
Count,247,219,213,234,220,243,210,247,243,224,223,225,"2,748"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,51,71,75,53,65,72,43,64,74,68,89,81,806
62000,Franklin Fire & Rescue Dept.,Franklin Fire & Rescue Dept.,Franklin Fire & Rescue Dept.,,,,,,,,,,
Count,22,22,32,37,16,25,35,25,20,24,21,33,312
Exposures,0,0,0,1,0,0,0,0,0,0,0,0,1
Aid Given,13,4,7,6,3,6,7,9,4,4,3,4,70
62001,HUNTERDALE VOL FIRE DEPT,HUNTERDALE VOL FIRE DEPT,HUNTERDALE VOL FIRE DEPT,,,,,,,,,,
Count,3,2,13,4,3,8,7,7,14,3,4,5,73
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,31,29,23,40,15,23,38,25,22,28,31,28,333
63000,Fredericksburg Fire Department,Fredericksburg Fire Department,Fredericksburg Fire Department,,,,,,,,,,
Count,187,169,150,170,176,181,245,177,205,221,196,207,"2,284"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,20,13,18,11,18,9,18,17,16,14,15,8,177
64000,Galax Vol. Fire Department,Galax Vol. Fire Department,,,,,,,,,,,
Count,17,20,21,28,18,24,17,21,17,16,23,28,250
Exposures,0,3,0,4,1,0,0,0,0,0,0,0,8
Aid Given,1,2,0,0,4,2,1,2,3,0,0,0,15
Page 73 of 78,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,6/7/06 7:54:19 AM
