Name: “Table 1 of 1 on page 44 of 78”,Name: “Table 1 of 1 on page 44 of 78”,Name: “Table 1 of 1 on page 44 of 78”,Name: “Table 1 of 1 on page 44 of 78”,Name: “Table 1 of 1 on page 44 of 78”,Name: “Table 1 of 1 on page 44 of 78”,Name: “Table 1 of 1 on page 44 of 78”,Name: “Table 1 of 1 on page 44 of 78”,Name: “Table 1 of 1 on page 44 of 78”,Name: “Table 1 of 1 on page 44 of 78”,Name: “Table 1 of 1 on page 44 of 78”,Name: “Table 1 of 1 on page 44 of 78”,Name: “Table 1 of 1 on page 44 of 78”,Name: “Table 1 of 1 on page 44 of 78”
Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2005,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
12505,ROCKFISH VALLEY VOL. FIRE,ROCKFISH VALLEY VOL. FIRE,ROCKFISH VALLEY VOL. FIRE,,,,,,,,,,
Count,15,15,14,5,10,6,12,14,7,13,13,10,134
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,2,1,0,0,1,0,1,1,0,1,3,10
12507,MONTEBELLO VOL. FIRE DEPT.,MONTEBELLO VOL. FIRE DEPT.,MONTEBELLO VOL. FIRE DEPT.,,,,,,,,,,
Count,0,0,0,0,2,2,3,2,4,1,1,1,16
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,1,0,0,0,0,1
12700,New Kent Co. Dept. Fire/Rescue,New Kent Co. Dept. Fire/Rescue,New Kent Co. Dept. Fire/Rescue,,,,,,,,,,
Count,0,0,0,0,0,0,0,0,0,0,0,13,13
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
12702,QUINTON VOL. FIRE & EMS,QUINTON VOL. FIRE & EMS,,,,,,,,,,,
Count,16,33,33,31,46,41,58,46,46,53,33,46,482
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,8,4,7,9,11,18,16,14,18,17,19,146
13113,"Community Fire Company, Inc.","Community Fire Company, Inc.","Community Fire Company, Inc.",,,,,,,,,,
Count,83,63,64,60,61,71,82,87,66,72,59,67,835
Exposures,2,0,0,0,0,0,0,0,0,0,0,0,2
Aid Given,3,5,2,2,2,0,1,0,4,3,1,3,26
13114,"Cheriton Fire Company, Inc.","Cheriton Fire Company, Inc.",,,,,,,,,,,
Count,5,2,0,1,2,0,0,0,0,0,0,0,10
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,1,0,0,0,0,0,0,0,0,0,2
Page 44 of 78,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,6/7/06 7:54:04 AM
