Name: “Table 1 of 1 on page 13 of 78”,Name: “Table 1 of 1 on page 13 of 78”,Name: “Table 1 of 1 on page 13 of 78”,Name: “Table 1 of 1 on page 13 of 78”,Name: “Table 1 of 1 on page 13 of 78”,Name: “Table 1 of 1 on page 13 of 78”,Name: “Table 1 of 1 on page 13 of 78”,Name: “Table 1 of 1 on page 13 of 78”,Name: “Table 1 of 1 on page 13 of 78”,Name: “Table 1 of 1 on page 13 of 78”,Name: “Table 1 of 1 on page 13 of 78”,Name: “Table 1 of 1 on page 13 of 78”,Name: “Table 1 of 1 on page 13 of 78”,Name: “Table 1 of 1 on page 13 of 78”
Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2005,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
02501,ALBERTA VOL. FIRE DEPT.,ALBERTA VOL. FIRE DEPT.,,,,,,,,,,,
Count,20,16,23,20,16,11,14,29,19,31,10,13,222
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,2,2,1,1,1,1,4,4,1,1,1,21
02502,Brodnax Vol. Fire Dept.,Brodnax Vol. Fire Dept.,,,,,,,,,,,
Count,9,6,3,2,2,5,3,5,6,5,2,6,54
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,3,2,0,0,0,0,2,0,0,0,7
02503,DOLPHIN VOL. FIRE DEPT.,DOLPHIN VOL. FIRE DEPT.,,,,,,,,,,,
Count,5,1,7,3,0,3,1,5,9,4,2,0,40
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,1,0,1,1,0,2,0,0,0,0,5
02504,EBONY VOL. FIRE DEPT.,EBONY VOL. FIRE DEPT.,,,,,,,,,,,
Count,5,0,0,2,0,2,3,0,1,1,2,4,20
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,4,1,1,3,1,0,6,0,0,0,17
02505,GASBURG VOL. FIRE DEPT.,GASBURG VOL. FIRE DEPT.,,,,,,,,,,,
Count,3,1,2,2,0,2,1,1,0,0,1,2,15
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,1,3,1,0,1,1,0,1,4,0,3,15
02506,LAWERNCEVILLE VOL. FIRE,LAWERNCEVILLE VOL. FIRE,LAWERNCEVILLE VOL. FIRE,,,,,,,,,,
Count,18,22,15,11,27,17,24,25,33,23,21,18,254
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,0,2,3,0,0,2,2,6,3,1,2,24
Page 13 of 78,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,6/7/06 7:53:54 AM
