Name: “Table 1 of 1 on page 34 of 78”,Name: “Table 1 of 1 on page 34 of 78”,Name: “Table 1 of 1 on page 34 of 78”,Name: “Table 1 of 1 on page 34 of 78”,Name: “Table 1 of 1 on page 34 of 78”,Name: “Table 1 of 1 on page 34 of 78”,Name: “Table 1 of 1 on page 34 of 78”,Name: “Table 1 of 1 on page 34 of 78”,Name: “Table 1 of 1 on page 34 of 78”,Name: “Table 1 of 1 on page 34 of 78”,Name: “Table 1 of 1 on page 34 of 78”,Name: “Table 1 of 1 on page 34 of 78”,Name: “Table 1 of 1 on page 34 of 78”,Name: “Table 1 of 1 on page 34 of 78”
Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2005,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
08901,AXTON VOL. FIRE DEPT.,AXTON VOL. FIRE DEPT.,,,,,,,,,,,
Count,5,7,10,10,5,4,8,3,5,11,11,20,99
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,2,1,2,1,0,0,1,1,1,2,0,12
08902,BASSETT VOLUNTEER FIRE,BASSETT VOLUNTEER FIRE,BASSETT VOLUNTEER FIRE,,,,,,,,,,
Count,21,24,22,22,14,11,30,24,23,17,20,19,247
Exposures,0,0,0,0,0,0,0,0,1,0,0,0,1
Aid Given,0,2,1,3,1,0,1,2,1,0,2,3,16
08903,COLLINSVILLE VOL. FIRE DEPT.,COLLINSVILLE VOL. FIRE DEPT.,COLLINSVILLE VOL. FIRE DEPT.,,,,,,,,,,
Count,17,18,33,26,29,30,22,24,23,33,32,32,319
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,4,1,3,1,0,2,0,0,0,0,0,14
08904,DYER'S STORE VOL. FIRE DEPT.,DYER'S STORE VOL. FIRE DEPT.,DYER'S STORE VOL. FIRE DEPT.,,,,,,,,,,
Count,4,5,0,4,4,1,3,3,7,6,3,7,47
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,1,0,0,1,0,2,1,1,6
08906,HORSEPASTURE VOL. FIRE DEPT.,HORSEPASTURE VOL. FIRE DEPT.,HORSEPASTURE VOL. FIRE DEPT.,,,,,,,,,,
Count,10,9,15,5,14,10,13,11,7,10,6,0,110
Exposures,0,0,0,0,0,0,1,0,0,0,0,0,1
Aid Given,0,1,0,0,1,2,1,4,1,3,0,0,13
08908,RIDGEWAY VOL. FIRE DEPT.,RIDGEWAY VOL. FIRE DEPT.,RIDGEWAY VOL. FIRE DEPT.,,,,,,,,,,
Count,18,17,23,23,23,25,19,18,22,32,26,25,271
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,6,4,0,1,1,5,4,4,0,2,3,35
Page 34 of 78,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,6/7/06 7:54:00 AM
