Name: “Table 1 of 1 on page 53 of 78”,Name: “Table 1 of 1 on page 53 of 78”,Name: “Table 1 of 1 on page 53 of 78”,Name: “Table 1 of 1 on page 53 of 78”,Name: “Table 1 of 1 on page 53 of 78”,Name: “Table 1 of 1 on page 53 of 78”,Name: “Table 1 of 1 on page 53 of 78”,Name: “Table 1 of 1 on page 53 of 78”,Name: “Table 1 of 1 on page 53 of 78”,Name: “Table 1 of 1 on page 53 of 78”,Name: “Table 1 of 1 on page 53 of 78”,Name: “Table 1 of 1 on page 53 of 78”,Name: “Table 1 of 1 on page 53 of 78”,Name: “Table 1 of 1 on page 53 of 78”
Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2005,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
14900,PRINCE GEORGE FIRE & EMS,PRINCE GEORGE FIRE & EMS,PRINCE GEORGE FIRE & EMS,,,,,,,,,,
Count,63,19,35,50,73,82,83,75,93,57,84,58,772
Exposures,2,0,0,0,0,2,0,1,0,0,0,0,5
Aid Given,5,5,8,0,9,4,3,14,4,5,11,8,76
15301,PRINCE WILLIAM FIRE & RESCUE,PRINCE WILLIAM FIRE & RESCUE,PRINCE WILLIAM FIRE & RESCUE,,,,,,,,,,
Count,"1,418","1,301","1,323","1,488","1,437","1,539","1,423","1,567","1,457","1,435","1,367",855,"16,610"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
15501,DRAPER VOL. FIRE DEPT.,DRAPER VOL. FIRE DEPT.,,,,,,,,,,,
Count,8,11,4,8,8,10,10,11,5,7,6,5,93
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,1,0,0,0,2,0,0,0,0,2,5
15502,Dublin Volunteer Fire Departme,Dublin Volunteer Fire Departme,Dublin Volunteer Fire Departme,,,,,,,,,,
Count,19,7,18,22,22,23,12,20,25,20,21,16,225
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,1,0,1,0,1,1,0,0,2,0,7
15503,FAIRLAWN VOL. FIRE DEPT.,FAIRLAWN VOL. FIRE DEPT.,,,,,,,,,,,
Count,6,9,8,7,9,9,7,12,10,6,12,22,117
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,1,0,0,0,1,0,0,0,0,1,4
15505,NEWBERN VOL. FIRE DEPT.,NEWBERN VOL. FIRE DEPT.,,,,,,,,,,,
Count,8,6,11,10,11,13,17,11,16,14,8,11,136
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,0,1,0,0,0,1,0,0,0,2,1,10
Page 53 of 78,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,6/7/06 7:54:10 AM
