Name: “Table 1 of 1 on page 43 of 78”,Name: “Table 1 of 1 on page 43 of 78”,Name: “Table 1 of 1 on page 43 of 78”,Name: “Table 1 of 1 on page 43 of 78”,Name: “Table 1 of 1 on page 43 of 78”,Name: “Table 1 of 1 on page 43 of 78”,Name: “Table 1 of 1 on page 43 of 78”,Name: “Table 1 of 1 on page 43 of 78”,Name: “Table 1 of 1 on page 43 of 78”,Name: “Table 1 of 1 on page 43 of 78”,Name: “Table 1 of 1 on page 43 of 78”,Name: “Table 1 of 1 on page 43 of 78”,Name: “Table 1 of 1 on page 43 of 78”,Name: “Table 1 of 1 on page 43 of 78”
Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2005,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
12103,CHRISTIANSBURG FIRE,CHRISTIANSBURG FIRE,,,,,,,,,,,
Count,56,46,45,58,68,70,73,46,61,99,65,78,765
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,1,1,0,2,0,0,1,5
12104,Elliston Volunteer Fire Depart,Elliston Volunteer Fire Depart,Elliston Volunteer Fire Depart,,,,,,,,,,
Count,18,14,10,18,16,11,19,8,10,11,16,16,167
Exposures,0,0,0,0,2,0,0,0,0,0,0,0,2
Aid Given,0,1,4,1,1,4,0,2,4,5,2,6,30
12106,RINER VOL. FIRE DEPT.,RINER VOL. FIRE DEPT.,,,,,,,,,,,
Count,10,6,13,7,8,6,13,6,6,14,13,5,107
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,1,2,1,0,0,0,0,0,0,0,5
12501,LOVINGSTON VOL. FIRE DEPT.,LOVINGSTON VOL. FIRE DEPT.,LOVINGSTON VOL. FIRE DEPT.,,,,,,,,,,
Count,11,17,11,9,14,9,24,17,13,17,18,14,174
Exposures,0,1,0,0,0,0,0,0,1,0,0,0,2
Aid Given,2,0,3,4,2,5,4,6,0,3,0,1,30
12503,FABER VOL. FIRE DEPT.,FABER VOL. FIRE DEPT.,,,,,,,,,,,
Count,3,10,13,6,2,10,5,0,2,3,6,2,62
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,6,0,3,3,4,4,0,3,2,5,1,34
12504,GLADSTONE VOL. FIRE DEPT.,GLADSTONE VOL. FIRE DEPT.,GLADSTONE VOL. FIRE DEPT.,,,,,,,,,,
Count,5,5,3,3,2,3,5,0,6,3,2,5,42
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,2,1,0,0,1,1,0,2,0,0,0,7
Page 43 of 78,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,6/7/06 7:54:04 AM
