Name: “Table 1 of 1 on page 52 of 78”,Name: “Table 1 of 1 on page 52 of 78”,Name: “Table 1 of 1 on page 52 of 78”,Name: “Table 1 of 1 on page 52 of 78”,Name: “Table 1 of 1 on page 52 of 78”,Name: “Table 1 of 1 on page 52 of 78”,Name: “Table 1 of 1 on page 52 of 78”,Name: “Table 1 of 1 on page 52 of 78”,Name: “Table 1 of 1 on page 52 of 78”,Name: “Table 1 of 1 on page 52 of 78”,Name: “Table 1 of 1 on page 52 of 78”,Name: “Table 1 of 1 on page 52 of 78”,Name: “Table 1 of 1 on page 52 of 78”,Name: “Table 1 of 1 on page 52 of 78”
Table: 52,Table: 52,Table: 52,Table: 52,Table: 52,Table: 52,Table: 52,Table: 52,Table: 52,Table: 52,Table: 52,Table: 52,Table: 52,Table: 52
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2005,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
14504,FINE CREEK VOL. FIRE DEPT.,FINE CREEK VOL. FIRE DEPT.,FINE CREEK VOL. FIRE DEPT.,,,,,,,,,,
Count,32,21,27,29,25,10,21,15,9,25,23,37,274
Exposures,0,0,0,0,0,0,0,0,0,0,1,0,1
Aid Given,2,1,2,2,4,0,8,1,2,1,6,3,32
14505,DEEP CREEK VOL. FIRE DEPT.,DEEP CREEK VOL. FIRE DEPT.,DEEP CREEK VOL. FIRE DEPT.,,,,,,,,,,
Count,5,0,0,0,0,0,0,0,0,0,0,0,5
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
14701,FARMVILLE VOL. FIRE DEPT.,FARMVILLE VOL. FIRE DEPT.,FARMVILLE VOL. FIRE DEPT.,,,,,,,,,,
Count,0,0,0,0,0,5,3,1,1,4,2,3,19
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,2,0,5,1,0,0,2,10
14702,HAMPDEN-SYDNEY VOL. FIRE,HAMPDEN-SYDNEY VOL. FIRE,HAMPDEN-SYDNEY VOL. FIRE,,,,,,,,,,
Count,4,12,9,8,7,1,1,3,1,1,4,8,59
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,5,4,5,3,4,1,3,1,1,2,5,37
14703,DARLINGTON HEIGHTS VOL. F.D.,DARLINGTON HEIGHTS VOL. F.D.,DARLINGTON HEIGHTS VOL. F.D.,,,,,,,,,,
Count,1,3,1,1,0,2,0,1,2,1,2,3,17
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,1,0,1,1,0,0,0,0,0,1,0,4
14704,PROSPECT VOL. FIRE DEPT.,PROSPECT VOL. FIRE DEPT.,PROSPECT VOL. FIRE DEPT.,,,,,,,,,,
Count,7,4,2,3,4,7,7,4,7,6,10,9,70
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,2,3,2,1,2,1,0,1,0,2,1,17
Page 52 of 78,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,6/7/06 7:54:09 AM
