Name: “Table 1 of 1 on page 77 of 78”,Name: “Table 1 of 1 on page 77 of 78”,Name: “Table 1 of 1 on page 77 of 78”,Name: “Table 1 of 1 on page 77 of 78”,Name: “Table 1 of 1 on page 77 of 78”,Name: “Table 1 of 1 on page 77 of 78”,Name: “Table 1 of 1 on page 77 of 78”,Name: “Table 1 of 1 on page 77 of 78”,Name: “Table 1 of 1 on page 77 of 78”,Name: “Table 1 of 1 on page 77 of 78”,Name: “Table 1 of 1 on page 77 of 78”,Name: “Table 1 of 1 on page 77 of 78”,Name: “Table 1 of 1 on page 77 of 78”,Name: “Table 1 of 1 on page 77 of 78”
Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2005,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
79000,City of Staunton Fire & Rescue,City of Staunton Fire & Rescue,City of Staunton Fire & Rescue,,,,,,,,,,
Count,191,167,169,181,177,155,175,198,198,178,186,158,"2,133"
Exposures,0,0,0,0,0,2,0,0,0,0,0,0,2
Aid Given,24,19,21,15,14,16,12,11,12,16,22,12,194
80000,STATION 1,,,,,,,,,,,,
Count,848,864,924,945,898,868,859,947,843,921,907,894,"10,718"
Exposures,0,0,1,0,0,4,0,0,2,1,0,0,8
Aid Given,1,3,4,4,5,3,4,4,5,4,4,2,43
80001,CHUCKATUCK VOLUNTEER FIRE,CHUCKATUCK VOLUNTEER FIRE,CHUCKATUCK VOLUNTEER FIRE,,,,,,,,,,
Count,17,16,23,14,19,19,9,25,9,8,5,6,170
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,0,2,3,5,3,1,4,3,6,2,2,35
80002,DRIVER VOLUNTEER FIRE,DRIVER VOLUNTEER FIRE,,,,,,,,,,,
Count,39,44,12,27,30,22,24,32,32,25,26,33,346
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
81000,Virginia Beach Fire Department,Virginia Beach Fire Department,Virginia Beach Fire Department,,,,,,,,,,
Count,"2,022","1,778","2,113","1,970","2,145","2,263","2,320","2,287","2,151","1,991","1,939","2,089","25,068"
Exposures,3,1,1,5,6,4,3,4,1,5,2,3,38
Aid Given,2,6,3,0,3,7,8,5,4,1,8,4,51
82000,Waynesboro Fire Department,Waynesboro Fire Department,Waynesboro Fire Department,,,,,,,,,,
Count,151,159,189,188,151,211,177,168,169,165,182,204,"2,114"
Exposures,0,1,5,0,0,0,1,0,0,0,1,0,8
Aid Given,4,6,4,6,5,8,12,9,3,11,6,5,79
Page 77 of 78,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,6/7/06 7:54:21 AM
