Name: “Table 1 of 1 on page 55 of 78”,Name: “Table 1 of 1 on page 55 of 78”,Name: “Table 1 of 1 on page 55 of 78”,Name: “Table 1 of 1 on page 55 of 78”,Name: “Table 1 of 1 on page 55 of 78”,Name: “Table 1 of 1 on page 55 of 78”,Name: “Table 1 of 1 on page 55 of 78”,Name: “Table 1 of 1 on page 55 of 78”,Name: “Table 1 of 1 on page 55 of 78”,Name: “Table 1 of 1 on page 55 of 78”,Name: “Table 1 of 1 on page 55 of 78”,Name: “Table 1 of 1 on page 55 of 78”,Name: “Table 1 of 1 on page 55 of 78”,Name: “Table 1 of 1 on page 55 of 78”
Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2005,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
15705,CASTLETON VOL. FIRE DEPT.,CASTLETON VOL. FIRE DEPT.,CASTLETON VOL. FIRE DEPT.,,,,,,,,,,
Count,7,6,6,3,4,9,9,5,4,1,3,5,62
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,1,6,4,3,0,4,1,3,1,1,1,25
16100,Roanoke County Fire & Rescue,Roanoke County Fire & Rescue,Roanoke County Fire & Rescue,,,,,,,,,,
Count,891,811,909,899,840,875,908,823,900,941,852,861,"10,510"
Exposures,0,0,1,0,0,0,0,0,0,0,2,0,3
Aid Given,56,51,75,78,48,25,14,5,12,9,7,7,387
16112,READ MT. VFD STATION #12,READ MT. VFD STATION #12,,,,,,,,,,,
Count,0,0,0,0,0,0,29,27,34,42,44,53,229
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,21,60,49,62,77,94,363
16301,EFFINGER VOL. FIRE DEPT.,EFFINGER VOL. FIRE DEPT.,,,,,,,,,,,
Count,4,3,7,6,3,2,3,8,2,7,9,7,61
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,1,1,0,0,0,0,0,0,0,2,3,7
16302,GLASGOW VOL. FIRE DEPT.,GLASGOW VOL. FIRE DEPT.,,,,,,,,,,,
Count,12,5,8,2,7,14,8,10,4,6,6,7,89
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,9,14,8,6,8,3,11,9,9,13,14,8,112
16304,KERRS CREEK VOL. FIRE DEPT.,KERRS CREEK VOL. FIRE DEPT.,KERRS CREEK VOL. FIRE DEPT.,,,,,,,,,,
Count,17,15,16,14,8,10,14,0,0,0,0,0,94
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,6,3,11,5,5,7,3,0,0,0,0,0,40
Page 55 of 78,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,6/7/06 7:54:11 AM
