Name: “Table 1 of 1 on page 72 of 78”,Name: “Table 1 of 1 on page 72 of 78”,Name: “Table 1 of 1 on page 72 of 78”,Name: “Table 1 of 1 on page 72 of 78”,Name: “Table 1 of 1 on page 72 of 78”,Name: “Table 1 of 1 on page 72 of 78”,Name: “Table 1 of 1 on page 72 of 78”,Name: “Table 1 of 1 on page 72 of 78”,Name: “Table 1 of 1 on page 72 of 78”,Name: “Table 1 of 1 on page 72 of 78”,Name: “Table 1 of 1 on page 72 of 78”,Name: “Table 1 of 1 on page 72 of 78”,Name: “Table 1 of 1 on page 72 of 78”,Name: “Table 1 of 1 on page 72 of 78”
Table: 72,Table: 72,Table: 72,Table: 72,Table: 72,Table: 72,Table: 72,Table: 72,Table: 72,Table: 72,Table: 72,Table: 72,Table: 72,Table: 72
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2005,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
53000,Buena Vista Fire Department,Buena Vista Fire Department,Buena Vista Fire Department,,,,,,,,,,
Count,26,28,22,20,13,21,21,22,27,31,20,30,281
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,7,4,5,3,4,4,2,7,4,8,4,56
54000,Charlottesville Fire Dept.,Charlottesville Fire Dept.,,,,,,,,,,,
Count,335,306,37,396,378,402,517,425,416,437,405,457,"4,511"
Exposures,1,1,0,1,0,0,0,0,0,0,0,0,3
Aid Given,142,121,11,144,130,143,155,144,135,148,135,145,"1,553"
55000,Chesapeake Fire Department,Chesapeake Fire Department,Chesapeake Fire Department,,,,,,,,,,
Count,"2,045","1,768","2,005","1,920","1,997","1,965","2,005","2,039","1,943","2,038","1,847","1,919","23,491"
Exposures,1,2,5,6,1,3,0,0,4,0,3,5,30
Aid Given,9,9,11,6,5,7,10,12,7,6,8,4,94
56000,CLIFTON FORGE FIRE DEPT.,CLIFTON FORGE FIRE DEPT.,CLIFTON FORGE FIRE DEPT.,,,,,,,,,,
Count,6,7,3,12,5,5,13,8,5,8,10,9,91
Exposures,1,0,0,0,0,0,0,0,0,0,0,0,1
Aid Given,8,3,1,1,3,2,0,0,1,4,3,1,27
57000,Colonial Heights Fire Dept.,Colonial Heights Fire Dept.,,,,,,,,,,,
Count,332,303,354,315,419,345,343,335,346,343,298,320,"4,053"
Exposures,0,0,0,0,0,0,1,0,0,0,0,1,2
Aid Given,20,25,12,15,18,18,19,30,19,12,22,21,231
58000,COVINGTON FIRE DEPARTMENT,COVINGTON FIRE DEPARTMENT,COVINGTON FIRE DEPARTMENT,,,,,,,,,,
Count,3,13,8,17,17,22,27,15,14,27,17,26,206
Exposures,0,0,0,0,0,1,0,0,0,0,0,0,1
Aid Given,0,1,4,3,0,2,0,0,1,4,1,2,18
Page 72 of 78,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,6/7/06 7:54:19 AM
