Name: “Table 1 of 1 on page 46 of 78”,Name: “Table 1 of 1 on page 46 of 78”,Name: “Table 1 of 1 on page 46 of 78”,Name: “Table 1 of 1 on page 46 of 78”,Name: “Table 1 of 1 on page 46 of 78”,Name: “Table 1 of 1 on page 46 of 78”,Name: “Table 1 of 1 on page 46 of 78”,Name: “Table 1 of 1 on page 46 of 78”,Name: “Table 1 of 1 on page 46 of 78”,Name: “Table 1 of 1 on page 46 of 78”,Name: “Table 1 of 1 on page 46 of 78”,Name: “Table 1 of 1 on page 46 of 78”,Name: “Table 1 of 1 on page 46 of 78”,Name: “Table 1 of 1 on page 46 of 78”
Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2005,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
13703,LAKE OF THE WOODS VOL. FIRE,LAKE OF THE WOODS VOL. FIRE,LAKE OF THE WOODS VOL. FIRE,,,,,,,,,,
Count,36,18,17,17,22,30,37,36,23,32,27,43,338
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,5,4,4,2,10,7,1,4,4,10,10,65
13705,ORANGE VOL. FIRE CO.,ORANGE VOL. FIRE CO.,,,,,,,,,,,
Count,60,45,38,72,42,38,41,48,38,41,35,52,550
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,17,7,7,9,12,9,6,4,6,9,13,10,109
13901,LURAY VOL. FIRE DEPT.,LURAY VOL. FIRE DEPT.,,,,,,,,,,,
Count,36,28,32,30,39,76,66,41,39,46,58,28,519
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,1,0,0,0,0,0,1
13902,SHENANDOAH VOL. FIRE DEPT.,SHENANDOAH VOL. FIRE DEPT.,SHENANDOAH VOL. FIRE DEPT.,,,,,,,,,,
Count,11,7,12,18,6,7,14,9,9,12,20,10,135
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,6,6,5,6,5,2,5,4,9,5,7,62
13903,STANLEY VOL. FIRE DEPT.,STANLEY VOL. FIRE DEPT.,,,,,,,,,,,
Count,44,18,25,23,29,52,55,41,32,22,18,32,391
Exposures,2,0,0,0,0,0,0,0,0,0,0,0,2
Aid Given,3,5,1,8,1,2,2,3,2,2,2,0,31
14101,ARARAT VOL. FIRE DEPT.,ARARAT VOL. FIRE DEPT.,,,,,,,,,,,
Count,14,5,5,14,6,10,10,7,5,5,5,2,88
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,0,0,1,3,0,3,0,1,0,0,9
Page 46 of 78,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,6/7/06 7:54:06 AM
