Name: “Table 1 of 1 on page 2 of 78”,Name: “Table 1 of 1 on page 2 of 78”,Name: “Table 1 of 1 on page 2 of 78”,Name: “Table 1 of 1 on page 2 of 78”,Name: “Table 1 of 1 on page 2 of 78”,Name: “Table 1 of 1 on page 2 of 78”,Name: “Table 1 of 1 on page 2 of 78”,Name: “Table 1 of 1 on page 2 of 78”,Name: “Table 1 of 1 on page 2 of 78”,Name: “Table 1 of 1 on page 2 of 78”,Name: “Table 1 of 1 on page 2 of 78”,Name: “Table 1 of 1 on page 2 of 78”,Name: “Table 1 of 1 on page 2 of 78”,Name: “Table 1 of 1 on page 2 of 78”
Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2005,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
00101,NEW CHURCH VOL. FIRE DEPT.,NEW CHURCH VOL. FIRE DEPT.,NEW CHURCH VOL. FIRE DEPT.,,,,,,,,,,
Count,6,4,5,15,7,11,10,5,7,8,9,4,91
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,1,0,2,1,3,3,0,6,1,5,0,23
00102,GREENBACKVILLE VOL. FIRE,GREENBACKVILLE VOL. FIRE,GREENBACKVILLE VOL. FIRE,,,,,,,,,,
Count,1,2,0,1,2,3,2,0,0,2,4,0,17
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,0,3,1,3,2,2,0,2,0,4,0,19
00103,CHINCOTEAGUE VOL. FIRE DEPT.,CHINCOTEAGUE VOL. FIRE DEPT.,CHINCOTEAGUE VOL. FIRE DEPT.,,,,,,,,,,
Count,2,3,7,3,3,3,6,3,4,1,2,0,37
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,1,1,0,0,2
00104,ATLANTIC VOL. FIRE DEPT.,ATLANTIC VOL. FIRE DEPT.,,,,,,,,,,,
Count,6,5,7,13,9,9,11,11,13,10,12,6,112
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,7,3,3,7,4,4,7,4,7,2,12,65
00105,SAXIS VOL. FIRE DEPT.,SAXIS VOL. FIRE DEPT.,,,,,,,,,,,
Count,0,0,0,0,0,0,0,0,0,0,48,3,51
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,35,8,43
00106,BLOXOM VOL. FIRE DEPT.,BLOXOM VOL. FIRE DEPT.,,,,,,,,,,,
Count,5,7,5,6,4,7,9,5,13,0,0,0,61
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,3,3,7,1,5,5,9,4,0,0,0,42
Page 2 of 78,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,6/7/06 7:53:51 AM
