Name: “Table 1 of 1 on page 31 of 78”,Name: “Table 1 of 1 on page 31 of 78”,Name: “Table 1 of 1 on page 31 of 78”,Name: “Table 1 of 1 on page 31 of 78”,Name: “Table 1 of 1 on page 31 of 78”,Name: “Table 1 of 1 on page 31 of 78”,Name: “Table 1 of 1 on page 31 of 78”,Name: “Table 1 of 1 on page 31 of 78”,Name: “Table 1 of 1 on page 31 of 78”,Name: “Table 1 of 1 on page 31 of 78”,Name: “Table 1 of 1 on page 31 of 78”,Name: “Table 1 of 1 on page 31 of 78”,Name: “Table 1 of 1 on page 31 of 78”,Name: “Table 1 of 1 on page 31 of 78”
Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2005,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
08306,NORTH HALIFAX VOL. FIRE DEPT.,NORTH HALIFAX VOL. FIRE DEPT.,NORTH HALIFAX VOL. FIRE DEPT.,,,,,,,,,,
Count,16,24,10,19,20,23,19,19,19,22,19,20,230
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,3,5,4,3,2,1,1,0,0,0,0,20
08307,OAK LEVEL VOL. FIRE DEPT.,OAK LEVEL VOL. FIRE DEPT.,OAK LEVEL VOL. FIRE DEPT.,,,,,,,,,,
Count,7,4,5,4,2,1,2,6,5,1,2,4,43
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,0,0,0,0,0,0,0,0,0,1,2
08308,SCOTTSBURG VOL. FIRE DEPT.,SCOTTSBURG VOL. FIRE DEPT.,SCOTTSBURG VOL. FIRE DEPT.,,,,,,,,,,
Count,0,0,0,1,2,1,0,0,0,1,3,0,8
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,1,0,0,0,1
08311,VIRGILINA VOL. FIRE DEPT.,VIRGILINA VOL. FIRE DEPT.,,,,,,,,,,,
Count,15,6,8,18,9,8,21,9,7,14,9,7,131
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,0,4,0,3,3,3,0,1,3,2,4,28
08501,ASHLAND VOL. FIRE DEPT.,ASHLAND VOL. FIRE DEPT.,,,,,,,,,,,
Count,136,89,89,79,92,88,114,88,101,102,103,78,"1,159"
Exposures,0,0,0,0,0,0,0,0,0,0,1,0,1
Aid Given,30,25,26,24,25,32,33,20,17,31,33,20,316
08502,BEAVERDAM VOL. FIRE DEPT.,BEAVERDAM VOL. FIRE DEPT.,BEAVERDAM VOL. FIRE DEPT.,,,,,,,,,,
Count,9,11,10,9,18,15,26,13,17,15,14,21,178
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,5,6,1,0,0,1,0,1,3,5,2,29
Page 31 of 78,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,6/7/06 7:54:00 AM
