Name: “Table 1 of 1 on page 38 of 78”,Name: “Table 1 of 1 on page 38 of 78”,Name: “Table 1 of 1 on page 38 of 78”,Name: “Table 1 of 1 on page 38 of 78”,Name: “Table 1 of 1 on page 38 of 78”,Name: “Table 1 of 1 on page 38 of 78”,Name: “Table 1 of 1 on page 38 of 78”,Name: “Table 1 of 1 on page 38 of 78”,Name: “Table 1 of 1 on page 38 of 78”,Name: “Table 1 of 1 on page 38 of 78”,Name: “Table 1 of 1 on page 38 of 78”,Name: “Table 1 of 1 on page 38 of 78”,Name: “Table 1 of 1 on page 38 of 78”,Name: “Table 1 of 1 on page 38 of 78”
Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2005,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
10705,HAMILTON VOL. FIRE DEPT.,HAMILTON VOL. FIRE DEPT.,,,,,,,,,,,
Count,38,7,7,4,9,2,14,2,22,12,14,10,141
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,11,3,3,10,2,1,8,0,8,4,7,9,66
10706,ASHBURN FIRE & RESCUE,ASHBURN FIRE & RESCUE,,,,,,,,,,,
Count,2,0,28,37,90,123,228,258,248,263,204,248,"1,729"
Exposures,0,0,2,0,0,0,1,5,0,0,0,0,8
Aid Given,0,0,2,4,22,18,28,36,20,26,18,31,205
10707,ALDIE VOL. FIRE DEPT.,ALDIE VOL. FIRE DEPT.,,,,,,,,,,,
Count,24,15,19,35,17,34,21,18,20,21,35,31,290
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,7,4,7,4,7,3,10,2,5,4,9,5,67
10708,Philomont Vol. Fire Dept.,Philomont Vol. Fire Dept.,,,,,,,,,,,
Count,15,16,15,21,22,24,30,17,16,15,14,16,221
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,17,8,12,16,11,9,8,20,10,13,14,21,159
10709,ARCOLA-PLEASANT VAL. FIRE,ARCOLA-PLEASANT VAL. FIRE,ARCOLA-PLEASANT VAL. FIRE,,,,,,,,,,
Count,54,37,53,81,62,71,79,64,49,36,37,51,674
Exposures,0,0,0,0,0,0,0,0,0,1,0,0,1
Aid Given,18,12,12,13,13,15,12,25,3,7,5,9,144
10710,LUCKETTS VOL. FIRE DEPT.,LUCKETTS VOL. FIRE DEPT.,LUCKETTS VOL. FIRE DEPT.,,,,,,,,,,
Count,14,12,12,22,19,15,13,8,6,13,14,3,151
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,22,9,8,9,3,6,6,2,1,0,7,7,80
Page 38 of 78,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,6/7/06 7:54:02 AM
