Name: “Table 1 of 1 on page 16 of 78”,Name: “Table 1 of 1 on page 16 of 78”,Name: “Table 1 of 1 on page 16 of 78”,Name: “Table 1 of 1 on page 16 of 78”,Name: “Table 1 of 1 on page 16 of 78”,Name: “Table 1 of 1 on page 16 of 78”,Name: “Table 1 of 1 on page 16 of 78”,Name: “Table 1 of 1 on page 16 of 78”,Name: “Table 1 of 1 on page 16 of 78”,Name: “Table 1 of 1 on page 16 of 78”,Name: “Table 1 of 1 on page 16 of 78”,Name: “Table 1 of 1 on page 16 of 78”,Name: “Table 1 of 1 on page 16 of 78”,Name: “Table 1 of 1 on page 16 of 78”
Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2005,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
03114,GLADYS VOL. FIRE DEPT.,GLADYS VOL. FIRE DEPT.,,,,,,,,,,,
Count,17,11,7,14,18,8,14,8,3,0,5,5,110
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,1,0,1,1,1,1,1,5,0,2,4,19
03115,LYN-DAN HEIGHTS VOL. FIRE,LYN-DAN HEIGHTS VOL. FIRE,LYN-DAN HEIGHTS VOL. FIRE,,,,,,,,,,
Count,19,15,10,18,19,23,8,10,24,16,11,28,201
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
03116,RUSTBURG VOL. FIRE DEPT.,RUSTBURG VOL. FIRE DEPT.,RUSTBURG VOL. FIRE DEPT.,,,,,,,,,,
Count,18,12,13,19,17,7,14,15,15,9,12,26,177
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,1,3,1,3,1,1,0,2,1,1,3,18
03117,EVINGTON VOL. FIRE DEPT.,EVINGTON VOL. FIRE DEPT.,,,,,,,,,,,
Count,16,14,14,21,17,19,19,15,23,21,20,21,220
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,1,1,0,1,1,2,0,1,1,3,1,13
03301,BOWLING GREEN VOL. FIRE,BOWLING GREEN VOL. FIRE,BOWLING GREEN VOL. FIRE,,,,,,,,,,
Count,29,35,27,23,0,0,0,0,0,0,0,0,114
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,43,17,18,46,0,0,0,0,0,0,0,0,124
03302,Ladysmith Vol. Fire Dept.,Ladysmith Vol. Fire Dept.,,,,,,,,,,,
Count,0,75,57,85,54,2,3,2,1,2,1,1,283
Exposures,0,0,0,0,1,0,0,0,0,0,0,0,1
Aid Given,0,7,8,8,6,0,0,1,0,1,3,1,35
Page 16 of 78,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,6/7/06 7:53:55 AM
