Name: “Table 1 of 1 on page 56 of 78”,Name: “Table 1 of 1 on page 56 of 78”,Name: “Table 1 of 1 on page 56 of 78”,Name: “Table 1 of 1 on page 56 of 78”,Name: “Table 1 of 1 on page 56 of 78”,Name: “Table 1 of 1 on page 56 of 78”,Name: “Table 1 of 1 on page 56 of 78”,Name: “Table 1 of 1 on page 56 of 78”,Name: “Table 1 of 1 on page 56 of 78”,Name: “Table 1 of 1 on page 56 of 78”,Name: “Table 1 of 1 on page 56 of 78”,Name: “Table 1 of 1 on page 56 of 78”,Name: “Table 1 of 1 on page 56 of 78”,Name: “Table 1 of 1 on page 56 of 78”
Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2005,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
16305,RAPHINE VOL. FIRE DEPT.,RAPHINE VOL. FIRE DEPT.,,,,,,,,,,,
Count,42,28,43,30,27,26,37,34,32,31,34,41,405
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,1,0,1,1,2,0,0,2,4,5,2,19
16306,ROCKBRIDGE-BATHS VOL FIRE,ROCKBRIDGE-BATHS VOL FIRE,ROCKBRIDGE-BATHS VOL FIRE,,,,,,,,,,
Count,9,5,11,4,10,13,13,6,11,5,11,8,106
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,1,1,2,0,1,0,2,0,1,0,0,9
16307,SOUTH RIVER VOLUNTEER FIRE,SOUTH RIVER VOLUNTEER FIRE,SOUTH RIVER VOLUNTEER FIRE,,,,,,,,,,
Count,35,35,22,26,35,42,55,32,17,34,30,33,396
Exposures,0,0,0,0,0,1,0,0,0,0,0,0,1
Aid Given,4,6,7,7,7,6,4,6,6,5,5,10,73
16309,NATURAL BRIDGE VOL. FIRE,NATURAL BRIDGE VOL. FIRE,NATURAL BRIDGE VOL. FIRE,,,,,,,,,,
Count,18,25,15,21,31,24,29,29,27,18,25,15,277
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,2,3,3,5,12,7,4,10,8,10,6,72
16500,Headquarters Rockingham County,Headquarters Rockingham County,Headquarters Rockingham County,,,,,,,,,,
Count,21,28,60,68,70,71,83,62,10,0,0,0,473
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,7,3,7,11,6,6,8,11,3,0,0,0,62
16501,SINGERS GLEN VOL. FIRE CO.,SINGERS GLEN VOL. FIRE CO.,SINGERS GLEN VOL. FIRE CO.,,,,,,,,,,
Count,10,13,7,11,9,7,14,10,15,10,12,11,129
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,0,5,4,5,2,1,3,0,2,0,6,32
Page 56 of 78,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,6/7/06 7:54:11 AM
