Name: “Table 1 of 1 on page 28 of 78”,Name: “Table 1 of 1 on page 28 of 78”,Name: “Table 1 of 1 on page 28 of 78”,Name: “Table 1 of 1 on page 28 of 78”,Name: “Table 1 of 1 on page 28 of 78”,Name: “Table 1 of 1 on page 28 of 78”,Name: “Table 1 of 1 on page 28 of 78”,Name: “Table 1 of 1 on page 28 of 78”,Name: “Table 1 of 1 on page 28 of 78”,Name: “Table 1 of 1 on page 28 of 78”,Name: “Table 1 of 1 on page 28 of 78”,Name: “Table 1 of 1 on page 28 of 78”,Name: “Table 1 of 1 on page 28 of 78”,Name: “Table 1 of 1 on page 28 of 78”
Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2005,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
06919,North Mountain,,,,,,,,,,,,
Count,28,7,16,16,26,23,18,12,12,18,26,18,220
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,4,2,7,9,5,6,4,6,4,8,11,70
06920,Reynolds Store,,,,,,,,,,,,
Count,16,7,15,16,10,13,20,20,11,4,12,10,154
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,5,8,2,7,6,6,5,7,8,9,8,75
06921,Millwood Station,,,,,,,,,,,,
Count,44,44,52,33,46,63,70,52,58,49,45,51,607
Exposures,0,0,0,0,0,0,0,1,0,0,0,0,1
Aid Given,45,34,44,35,52,46,43,51,38,41,45,42,516
07110,EGGLESTON VOL. FIRE DEPT.,EGGLESTON VOL. FIRE DEPT.,EGGLESTON VOL. FIRE DEPT.,,,,,,,,,,
Count,8,8,9,6,6,15,12,5,6,10,10,6,101
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,1,1,0,0,0,0,2
07140,NEWPORT VOL. FIRE DEPT.,NEWPORT VOL. FIRE DEPT.,,,,,,,,,,,
Count,9,1,3,3,3,2,7,4,2,2,3,5,44
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,1,0,0,1,1,0,0,0,0,0,0,3
07150,PEARISBURG VOL. FIRE DEPT.,PEARISBURG VOL. FIRE DEPT.,PEARISBURG VOL. FIRE DEPT.,,,,,,,,,,
Count,8,7,5,2,7,10,9,9,8,5,11,1,82
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,0,1,1,1,1,0,1,1,1,0,8
Page 28 of 78,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,6/7/06 7:53:59 AM
