Name: “Table 1 of 1 on page 24 of 78”,Name: “Table 1 of 1 on page 24 of 78”,Name: “Table 1 of 1 on page 24 of 78”,Name: “Table 1 of 1 on page 24 of 78”,Name: “Table 1 of 1 on page 24 of 78”,Name: “Table 1 of 1 on page 24 of 78”,Name: “Table 1 of 1 on page 24 of 78”,Name: “Table 1 of 1 on page 24 of 78”,Name: “Table 1 of 1 on page 24 of 78”,Name: “Table 1 of 1 on page 24 of 78”,Name: “Table 1 of 1 on page 24 of 78”,Name: “Table 1 of 1 on page 24 of 78”,Name: “Table 1 of 1 on page 24 of 78”,Name: “Table 1 of 1 on page 24 of 78”
Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2005,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
06302,Floyd Co. Vol. Fire Dept. #2,Floyd Co. Vol. Fire Dept. #2,,,,,,,,,,,
Count,2,2,8,3,7,2,7,8,1,12,4,5,61
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,3,2,3,2,0,2,0,0,2,3,2,19
06303,Floyd Co. Vol. Fire Dept. #3,Floyd Co. Vol. Fire Dept. #3,,,,,,,,,,,
Count,10,2,5,8,5,4,7,8,4,0,0,8,61
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,2,1,0,0,1,1,1,0,0,1,8
06304,Floyd Co. Vol. Fire Dept. #4,Floyd Co. Vol. Fire Dept. #4,,,,,,,,,,,
Count,3,5,0,7,7,5,2,3,3,6,4,1,46
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,1,3,0,4,0,1,1,0,2,0,0,12
06504,LAKE MONTICELLO FIRE,LAKE MONTICELLO FIRE,&,,,,,,,,,,
Count,28,38,16,29,28,37,35,26,21,25,20,25,328
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,21,11,12,8,9,9,15,12,8,9,16,12,142
06700,FIRE ADMIN,,,,,,,,,,,,
Count,10,9,7,18,8,7,8,7,4,4,0,0,82
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,1,1,3,3,0,4,4,0,0,0,0,18
06701,Boones Mill Vol. Fire Dept.,Boones Mill Vol. Fire Dept.,,,,,,,,,,,
Count,8,9,17,4,18,8,13,13,4,6,9,12,121
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,1,1,0,1,0,1,0,1,0,0,0,5
Page 24 of 78,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,6/7/06 7:53:57 AM
