Name: “Table 1 of 1 on page 51 of 78”,Name: “Table 1 of 1 on page 51 of 78”,Name: “Table 1 of 1 on page 51 of 78”,Name: “Table 1 of 1 on page 51 of 78”,Name: “Table 1 of 1 on page 51 of 78”,Name: “Table 1 of 1 on page 51 of 78”,Name: “Table 1 of 1 on page 51 of 78”,Name: “Table 1 of 1 on page 51 of 78”,Name: “Table 1 of 1 on page 51 of 78”,Name: “Table 1 of 1 on page 51 of 78”,Name: “Table 1 of 1 on page 51 of 78”,Name: “Table 1 of 1 on page 51 of 78”,Name: “Table 1 of 1 on page 51 of 78”,Name: “Table 1 of 1 on page 51 of 78”
Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2005,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
14319,KENTUCK VOL. FIRE DEPT.,KENTUCK VOL. FIRE DEPT.,,,,,,,,,,,
Count,2,3,3,5,1,5,4,3,8,3,6,14,57
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,3,3,3,1,1,0,3,1,6,2,1,25
14320,KEELING VOL. FIRE DEPT.,KEELING VOL. FIRE DEPT.,,,,,,,,,,,
Count,4,5,9,11,3,10,10,5,13,6,5,0,81
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,11,0,1,7,4,0,0,0,2,8,1,38
14321,LAUREL GROVE,,,,,,,,,,,,
Count,3,1,0,4,3,2,1,0,0,1,0,2,17
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,1,0,2,0,0,0,0,0,0,0,0,4
14501,POWHATAN CO. VOL. FIRE DEPT.,POWHATAN CO. VOL. FIRE DEPT.,POWHATAN CO. VOL. FIRE DEPT.,,,,,,,,,,
Count,52,38,50,38,42,34,47,45,36,33,48,68,531
Exposures,0,0,1,0,2,0,0,0,0,0,0,0,3
Aid Given,2,6,7,4,3,7,8,4,4,5,6,8,64
14502,HUGUENOT VOL. FIRE DEPT.,HUGUENOT VOL. FIRE DEPT.,HUGUENOT VOL. FIRE DEPT.,,,,,,,,,,
Count,9,2,18,25,1,1,14,0,0,15,21,0,106
Exposures,0,0,0,1,0,0,0,0,0,0,0,0,1
Aid Given,3,0,11,4,0,0,4,0,0,3,8,0,33
14503,MACON FIRE DEPT.,MACON FIRE DEPT.,,,,,,,,,,,
Count,6,10,10,5,5,6,11,9,3,4,4,6,79
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,2,1,3,0,3,3,2,2,2,0,19
Page 51 of 78,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,6/7/06 7:54:09 AM
