Name: “Table 1 of 1 on page 75 of 78”,Name: “Table 1 of 1 on page 75 of 78”,Name: “Table 1 of 1 on page 75 of 78”,Name: “Table 1 of 1 on page 75 of 78”,Name: “Table 1 of 1 on page 75 of 78”,Name: “Table 1 of 1 on page 75 of 78”,Name: “Table 1 of 1 on page 75 of 78”,Name: “Table 1 of 1 on page 75 of 78”,Name: “Table 1 of 1 on page 75 of 78”,Name: “Table 1 of 1 on page 75 of 78”,Name: “Table 1 of 1 on page 75 of 78”,Name: “Table 1 of 1 on page 75 of 78”,Name: “Table 1 of 1 on page 75 of 78”,Name: “Table 1 of 1 on page 75 of 78”
Table: 75,Table: 75,Table: 75,Table: 75,Table: 75,Table: 75,Table: 75,Table: 75,Table: 75,Table: 75,Table: 75,Table: 75,Table: 75,Table: 75
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2005,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
69000,Martinsville Fire Department,Martinsville Fire Department,Martinsville Fire Department,,,,,,,,,,
Count,222,158,182,205,209,206,199,231,195,195,199,220,"2,421"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,3,1,4,2,2,2,2,0,4,1,2,25
70001,CITY OF NEWPORT NEWS FIRE,CITY OF NEWPORT NEWS FIRE,CITY OF NEWPORT NEWS FIRE,,,,,,,,,,
Count,944,919,951,876,883,911,945,949,913,"1,063","1,020",954,"11,328"
Exposures,9,3,3,2,0,2,0,3,0,0,2,9,33
Aid Given,2,0,0,3,3,2,6,0,1,4,4,1,26
71000,Norfolk Fire-Rescue,Norfolk Fire-Rescue,,,,,,,,,,,
Count,"1,794","1,637","2,022","1,708","1,313","1,383","1,782","1,830","1,647","1,788","1,801","1,721","20,426"
Exposures,2,1,2,0,1,0,0,1,0,0,3,0,10
Aid Given,0,0,1,0,0,0,0,0,0,0,0,0,1
72000,Norton Fire Department,Norton Fire Department,,,,,,,,,,,
Count,2,4,5,6,9,10,2,2,3,6,11,7,67
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
73000,Petersburg Fire Department,Petersburg Fire Department,,,,,,,,,,,
Count,256,219,268,259,230,246,289,286,228,298,263,222,"3,064"
Exposures,5,3,3,3,3,3,2,2,1,2,5,0,32
Aid Given,16,12,15,7,13,14,16,18,13,8,15,4,151
73500,City of Poquoson Fire/Rescue,City of Poquoson Fire/Rescue,City of Poquoson Fire/Rescue,,,,,,,,,,
Count,28,23,15,28,13,25,13,26,29,45,11,32,288
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,1,0,1,0,1,0,3
Page 75 of 78,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,6/7/06 7:54:20 AM
