Name: “Table 1 of 1 on page 20 of 78”,Name: “Table 1 of 1 on page 20 of 78”,Name: “Table 1 of 1 on page 20 of 78”,Name: “Table 1 of 1 on page 20 of 78”,Name: “Table 1 of 1 on page 20 of 78”,Name: “Table 1 of 1 on page 20 of 78”,Name: “Table 1 of 1 on page 20 of 78”,Name: “Table 1 of 1 on page 20 of 78”,Name: “Table 1 of 1 on page 20 of 78”,Name: “Table 1 of 1 on page 20 of 78”,Name: “Table 1 of 1 on page 20 of 78”,Name: “Table 1 of 1 on page 20 of 78”,Name: “Table 1 of 1 on page 20 of 78”,Name: “Table 1 of 1 on page 20 of 78”
Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2005,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
04505,UPPER CRAIG'S CREEK VFD,UPPER CRAIG'S CREEK VFD,UPPER CRAIG'S CREEK VFD,,,,,,,,,,
Count,0,1,0,0,0,0,0,0,0,0,0,0,1
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
04701,BRANDY STATION VOL. FIRE,BRANDY STATION VOL. FIRE,BRANDY STATION VOL. FIRE,,,,,,,,,,
Count,4,7,0,2,3,1,1,1,1,1,2,5,28
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,6,2,1,0,1,1,0,1,1,1,1,18
04702,CULPEPER COUNTY VOL FIRE,CULPEPER COUNTY VOL FIRE,CULPEPER COUNTY VOL FIRE,,,,,,,,,,
Count,56,68,59,80,67,82,74,90,57,71,61,91,856
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,2,2,0,2,0,2,0,3,0,2,3,20
04703,RICHARDSVILLE VOL. FIRE DEPT.,RICHARDSVILLE VOL. FIRE DEPT.,RICHARDSVILLE VOL. FIRE DEPT.,,,,,,,,,,
Count,1,1,2,4,1,2,3,2,1,2,6,5,30
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,1,2,0,1,0,2,1,2,1,10
04706,LITTLE FORK VFD & RESCUE CO.,LITTLE FORK VFD & RESCUE CO.,LITTLE FORK VFD & RESCUE CO.,,,,,,,,,,
Count,18,18,13,25,17,16,21,11,21,26,25,27,238
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,1,3,5,1,1,4,4,1,1,0,1,24
04707,REVA VOL. FIRE & RESCUE DEPT.,REVA VOL. FIRE & RESCUE DEPT.,REVA VOL. FIRE & RESCUE DEPT.,,,,,,,,,,
Count,6,3,4,9,6,6,12,5,5,6,7,8,77
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,12,5,7,10,5,10,10,6,5,10,10,16,106
Page 20 of 78,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,6/7/06 7:53:56 AM
