Name: “Table 1 of 1 on page 24 of 32”,Name: “Table 1 of 1 on page 24 of 32”,Name: “Table 1 of 1 on page 24 of 32”,Name: “Table 1 of 1 on page 24 of 32”,Name: “Table 1 of 1 on page 24 of 32”,Name: “Table 1 of 1 on page 24 of 32”,Name: “Table 1 of 1 on page 24 of 32”,Name: “Table 1 of 1 on page 24 of 32”,Name: “Table 1 of 1 on page 24 of 32”,Name: “Table 1 of 1 on page 24 of 32”,Name: “Table 1 of 1 on page 24 of 32”,Name: “Table 1 of 1 on page 24 of 32”,Name: “Table 1 of 1 on page 24 of 32”
Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24
,,,,,,,,,,,,
Automatic Extinguishing System (AES),Automatic Extinguishing System (AES),Automatic Extinguishing System (AES),,,,,,,,,,
Eighty-five percent (85.2%) of structure fires reported that an automatic extinguishing system was not present and that the total fire,Eighty-five percent (85.2%) of structure fires reported that an automatic extinguishing system was not present and that the total fire,Eighty-five percent (85.2%) of structure fires reported that an automatic extinguishing system was not present and that the total fire,Eighty-five percent (85.2%) of structure fires reported that an automatic extinguishing system was not present and that the total fire,Eighty-five percent (85.2%) of structure fires reported that an automatic extinguishing system was not present and that the total fire,Eighty-five percent (85.2%) of structure fires reported that an automatic extinguishing system was not present and that the total fire,Eighty-five percent (85.2%) of structure fires reported that an automatic extinguishing system was not present and that the total fire,Eighty-five percent (85.2%) of structure fires reported that an automatic extinguishing system was not present and that the total fire,Eighty-five percent (85.2%) of structure fires reported that an automatic extinguishing system was not present and that the total fire,Eighty-five percent (85.2%) of structure fires reported that an automatic extinguishing system was not present and that the total fire,Eighty-five percent (85.2%) of structure fires reported that an automatic extinguishing system was not present and that the total fire,Eighty-five percent (85.2%) of structure fires reported that an automatic extinguishing system was not present and that the total fire,Eighty-five percent (85.2%) of structure fires reported that an automatic extinguishing system was not present and that the total fire
dollar loss was $154 million. (See Table 15.),dollar loss was $154 million. (See Table 15.),dollar loss was $154 million. (See Table 15.),dollar loss was $154 million. (See Table 15.),,,,,,,,,
"Table 15. Structure Fires Dollar Loss Summary By Automatic Extinguishing System (AES) Presence By Property Use, Virginia, 2012","Table 15. Structure Fires Dollar Loss Summary By Automatic Extinguishing System (AES) Presence By Property Use, Virginia, 2012","Table 15. Structure Fires Dollar Loss Summary By Automatic Extinguishing System (AES) Presence By Property Use, Virginia, 2012","Table 15. Structure Fires Dollar Loss Summary By Automatic Extinguishing System (AES) Presence By Property Use, Virginia, 2012","Table 15. Structure Fires Dollar Loss Summary By Automatic Extinguishing System (AES) Presence By Property Use, Virginia, 2012","Table 15. Structure Fires Dollar Loss Summary By Automatic Extinguishing System (AES) Presence By Property Use, Virginia, 2012","Table 15. Structure Fires Dollar Loss Summary By Automatic Extinguishing System (AES) Presence By Property Use, Virginia, 2012","Table 15. Structure Fires Dollar Loss Summary By Automatic Extinguishing System (AES) Presence By Property Use, Virginia, 2012","Table 15. Structure Fires Dollar Loss Summary By Automatic Extinguishing System (AES) Presence By Property Use, Virginia, 2012","Table 15. Structure Fires Dollar Loss Summary By Automatic Extinguishing System (AES) Presence By Property Use, Virginia, 2012","Table 15. Structure Fires Dollar Loss Summary By Automatic Extinguishing System (AES) Presence By Property Use, Virginia, 2012","Table 15. Structure Fires Dollar Loss Summary By Automatic Extinguishing System (AES) Presence By Property Use, Virginia, 2012","Table 15. Structure Fires Dollar Loss Summary By Automatic Extinguishing System (AES) Presence By Property Use, Virginia, 2012"
,,AES Present,,,None Present,,Unknown or Not Reported,Unknown or Not Reported,Unknown or Not Reported,,Grand Total,
,,,Total Fire,,,Total Fire,,,Total Fire,,,Total Fire
Property Series,Total,Percent,Dollar Loss,Total,Percent,Dollar Loss,Total,Percent,Dollar Loss,Total,Percent,Dollar Loss
