Name: “Table 1 of 1 on page 41 of 82”,Name: “Table 1 of 1 on page 41 of 82”,Name: “Table 1 of 1 on page 41 of 82”,Name: “Table 1 of 1 on page 41 of 82”,Name: “Table 1 of 1 on page 41 of 82”,Name: “Table 1 of 1 on page 41 of 82”,Name: “Table 1 of 1 on page 41 of 82”,Name: “Table 1 of 1 on page 41 of 82”,Name: “Table 1 of 1 on page 41 of 82”,Name: “Table 1 of 1 on page 41 of 82”,Name: “Table 1 of 1 on page 41 of 82”,Name: “Table 1 of 1 on page 41 of 82”,Name: “Table 1 of 1 on page 41 of 82”,Name: “Table 1 of 1 on page 41 of 82”
Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2009,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
10706,ASHBURN FIRE & RESCUE,ASHBURN FIRE & RESCUE,,,,,,,,,,,
Count,516,385,419,405,420,416,378,295,276,303,328,337,"4,478"
Exposures,0,0,0,0,3,0,0,0,0,0,0,0,3
Aid Given,37,33,33,22,26,28,29,32,19,27,23,32,341
10707,ALDIE VOL. FIRE DEPT.,ALDIE VOL. FIRE DEPT.,,,,,,,,,,,
Count,16,8,17,13,16,8,23,19,15,12,14,13,174
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,9,6,10,2,9,2,0,4,4,6,2,10,64
10708,Philomont Vol. Fire Dept.,Philomont Vol. Fire Dept.,,,,,,,,,,,
Count,11,8,7,2,5,3,6,5,4,5,0,6,62
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,4,0,0,2,1,0,1,1,0,0,0,14
10709,ARCOLA-PLEASANT VAL. FIRE,ARCOLA-PLEASANT VAL. FIRE,ARCOLA-PLEASANT VAL. FIRE,,,,,,,,,,
Count,111,77,82,95,91,65,80,42,82,70,87,77,959
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
10710,LUCKETTS VOL. FIRE DEPT.,LUCKETTS VOL. FIRE DEPT.,LUCKETTS VOL. FIRE DEPT.,,,,,,,,,,
Count,20,16,17,11,9,22,13,8,11,4,5,23,159
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,6,15,19,8,18,13,10,5,7,8,9,11,129
10711,STERLING PARK VOL. FIRE DEPT.,STERLING PARK VOL. FIRE DEPT.,STERLING PARK VOL. FIRE DEPT.,,,,,,,,,,
Count,352,216,260,255,261,270,305,254,213,282,255,287,"3,210"
Exposures,0,0,0,3,0,0,0,0,0,0,0,0,3
Aid Given,3,7,3,8,10,6,4,7,2,7,3,4,64
Page 41 of 82,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,3/5/10 7:50:31 AM
