Name: “Table 1 of 1 on page 66 of 82”,Name: “Table 1 of 1 on page 66 of 82”,Name: “Table 1 of 1 on page 66 of 82”,Name: “Table 1 of 1 on page 66 of 82”,Name: “Table 1 of 1 on page 66 of 82”,Name: “Table 1 of 1 on page 66 of 82”,Name: “Table 1 of 1 on page 66 of 82”,Name: “Table 1 of 1 on page 66 of 82”,Name: “Table 1 of 1 on page 66 of 82”,Name: “Table 1 of 1 on page 66 of 82”,Name: “Table 1 of 1 on page 66 of 82”,Name: “Table 1 of 1 on page 66 of 82”,Name: “Table 1 of 1 on page 66 of 82”,Name: “Table 1 of 1 on page 66 of 82”
Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2009,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
17507,NEWSOMS VOL. FIRE DEPT.,NEWSOMS VOL. FIRE DEPT.,,,,,,,,,,,
Count,2,3,6,12,10,5,6,7,8,4,8,14,85
Exposures,0,1,0,0,0,0,0,0,0,0,0,0,1
Aid Given,1,4,2,1,0,1,1,1,0,0,0,0,11
17508,SEDLEY VOL. FIRE DEPT.,SEDLEY VOL. FIRE DEPT.,,,,,,,,,,,
Count,2,5,8,9,6,5,16,5,11,14,10,6,97
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,0,0,2,2,5,3,2,1,0,3,0,20
17700,SPOTSYLVANIA FIRE & RESCUE,SPOTSYLVANIA FIRE & RESCUE,SPOTSYLVANIA FIRE & RESCUE,,,,,,,,,,
Count,"1,291","1,180","1,300","1,316","1,281","1,340","1,166","1,289","1,180","1,210","1,109","1,106","14,768"
Exposures,0,0,3,3,4,6,0,1,0,0,0,0,17
Aid Given,43,23,55,32,49,49,39,28,21,37,32,28,436
17900,Stafford Co. Fire & Rescue,Stafford Co. Fire & Rescue,,,,,,,,,,,
Count,"1,135","1,013","1,151","1,039","1,088","1,125",781,"1,063",911,"1,007","1,006","1,141","12,460"
Exposures,0,0,0,0,0,0,0,0,0,1,0,0,1
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
18101,CLAREMONT VOL. FIRE DEPT.,CLAREMONT VOL. FIRE DEPT.,CLAREMONT VOL. FIRE DEPT.,,,,,,,,,,
Count,2,2,5,9,5,3,4,5,6,4,3,5,53
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,2,0,2,0,0,2,0,0,0,1,2,9
18102,DENDRON FIRE VOL. FIRE DEPT.,DENDRON FIRE VOL. FIRE DEPT.,DENDRON FIRE VOL. FIRE DEPT.,,,,,,,,,,
Count,5,2,4,3,7,7,7,3,5,7,2,3,55
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,4,2,6,1,0,0,0,0,0,1,0,15
Page 66 of 82,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,3/5/10 7:50:37 AM
