Name: “Table 1 of 1 on page 64 of 82”,Name: “Table 1 of 1 on page 64 of 82”,Name: “Table 1 of 1 on page 64 of 82”,Name: “Table 1 of 1 on page 64 of 82”,Name: “Table 1 of 1 on page 64 of 82”,Name: “Table 1 of 1 on page 64 of 82”,Name: “Table 1 of 1 on page 64 of 82”,Name: “Table 1 of 1 on page 64 of 82”,Name: “Table 1 of 1 on page 64 of 82”,Name: “Table 1 of 1 on page 64 of 82”,Name: “Table 1 of 1 on page 64 of 82”,Name: “Table 1 of 1 on page 64 of 82”,Name: “Table 1 of 1 on page 64 of 82”,Name: “Table 1 of 1 on page 64 of 82”
Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2009,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
17112,WOODSTOCK FIRE DEPT.,WOODSTOCK FIRE DEPT.,,,,,,,,,,,
Count,41,29,30,37,29,41,29,48,32,48,34,39,437
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,11,19,8,5,5,9,5,8,4,3,1,14,92
17114,FORT VALLEY VOL. FIRE DEPT.,FORT VALLEY VOL. FIRE DEPT.,FORT VALLEY VOL. FIRE DEPT.,,,,,,,,,,
Count,12,10,9,11,10,11,7,7,5,4,4,13,103
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,1,1,1,1,1,0,2,1,0,1,0,9
17115,Edinburg Fire Department,Edinburg Fire Department,,,,,,,,,,,
Count,13,18,11,18,15,13,7,10,8,9,19,23,164
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,8,5,4,2,2,9,4,3,7,7,3,9,63
17151,STRASBURG VOL. FIRE DEPT.,STRASBURG VOL. FIRE DEPT.,STRASBURG VOL. FIRE DEPT.,,,,,,,,,,
Count,33,36,22,20,21,18,26,28,23,28,28,34,317
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,10,14,14,6,5,12,14,19,3,6,1,0,104
17301,ADWOLFE VOL. FIRE DEPT.,ADWOLFE VOL. FIRE DEPT.,,,,,,,,,,,
Count,9,9,7,4,12,14,14,9,4,7,5,25,119
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,1,0,0,0,0,0,0,0,0,1,3
17302,ATKINS VOL. FIRE DEPT.,ATKINS VOL. FIRE DEPT.,,,,,,,,,,,
Count,4,2,5,5,9,6,8,6,5,4,3,7,64
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,1,0,0,0,0,0,0,1
Page 64 of 82,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,3/5/10 7:50:37 AM
