Name: “Table 1 of 1 on page 33 of 82”,Name: “Table 1 of 1 on page 33 of 82”,Name: “Table 1 of 1 on page 33 of 82”,Name: “Table 1 of 1 on page 33 of 82”,Name: “Table 1 of 1 on page 33 of 82”,Name: “Table 1 of 1 on page 33 of 82”,Name: “Table 1 of 1 on page 33 of 82”,Name: “Table 1 of 1 on page 33 of 82”,Name: “Table 1 of 1 on page 33 of 82”,Name: “Table 1 of 1 on page 33 of 82”,Name: “Table 1 of 1 on page 33 of 82”,Name: “Table 1 of 1 on page 33 of 82”,Name: “Table 1 of 1 on page 33 of 82”,Name: “Table 1 of 1 on page 33 of 82”
Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2009,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
08311,VIRGILINA VOL. FIRE DEPT.,VIRGILINA VOL. FIRE DEPT.,,,,,,,,,,,
Count,14,16,13,10,8,9,21,10,14,11,15,10,151
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,2,0,0,0,0,1,2,0,2,2,0,10
08501,ASHLAND VOL. FIRE DEPT.,ASHLAND VOL. FIRE DEPT.,,,,,,,,,,,
Count,150,131,146,124,145,158,144,148,104,135,120,131,"1,636"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,14,9,4,10,8,13,10,11,5,6,12,7,109
08502,BEAVERDAM VOL. FIRE DEPT.,BEAVERDAM VOL. FIRE DEPT.,BEAVERDAM VOL. FIRE DEPT.,,,,,,,,,,
Count,26,18,16,19,19,0,12,18,8,3,9,12,160
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,2,4,1,5,0,2,2,0,0,0,2,22
08503,EASTERN HANOVER VOL FIRE,EASTERN HANOVER VOL FIRE,EASTERN HANOVER VOL FIRE,,,,,,,,,,
Count,45,24,64,34,41,43,33,49,38,42,43,62,518
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,14,9,16,8,20,16,13,5,13,10,16,6,146
08504,DOSWELL VOL. FIRE DEPT.,DOSWELL VOL. FIRE DEPT.,,,,,,,,,,,
Count,45,19,38,31,30,28,33,39,11,23,34,44,375
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,17,8,6,6,12,18,18,9,6,7,9,10,126
08505,HANOVER COURTHOUSE VOL,HANOVER COURTHOUSE VOL,HANOVER COURTHOUSE VOL,,,,,,,,,,
Count,17,17,37,13,15,6,6,9,4,10,2,5,141
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,28,13,6,12,10,3,10,12,12,10,10,5,131
Page 33 of 82,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,3/5/10 7:50:29 AM
