Name: “Table 1 of 1 on page 58 of 82”,Name: “Table 1 of 1 on page 58 of 82”,Name: “Table 1 of 1 on page 58 of 82”,Name: “Table 1 of 1 on page 58 of 82”,Name: “Table 1 of 1 on page 58 of 82”,Name: “Table 1 of 1 on page 58 of 82”,Name: “Table 1 of 1 on page 58 of 82”,Name: “Table 1 of 1 on page 58 of 82”,Name: “Table 1 of 1 on page 58 of 82”,Name: “Table 1 of 1 on page 58 of 82”,Name: “Table 1 of 1 on page 58 of 82”,Name: “Table 1 of 1 on page 58 of 82”,Name: “Table 1 of 1 on page 58 of 82”,Name: “Table 1 of 1 on page 58 of 82”
Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2009,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
15703,AMISSVILLE VOLUNTEER FIRE &,AMISSVILLE VOLUNTEER FIRE &,AMISSVILLE VOLUNTEER FIRE &,,,,,,,,,,
Count,33,22,36,45,29,31,21,25,21,17,15,28,323
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,23,8,9,17,25,18,13,5,11,12,12,19,172
15704,FLINT HILL VOL. FIRE DEPT.,FLINT HILL VOL. FIRE DEPT.,,,,,,,,,,,
Count,8,6,6,7,10,7,2,2,5,7,8,9,77
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,9,4,3,7,0,5,1,2,6,2,2,5,46
15705,CASTLETON VOL. FIRE DEPT.,CASTLETON VOL. FIRE DEPT.,CASTLETON VOL. FIRE DEPT.,,,,,,,,,,
Count,4,7,7,2,4,2,0,4,4,5,2,1,42
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,3,2,1,2,1,0,0,1,1,0,0,12
15706,CHESTER GAP VOL. FIRE DEPT.,CHESTER GAP VOL. FIRE DEPT.,CHESTER GAP VOL. FIRE DEPT.,,,,,,,,,,
Count,8,1,4,2,10,1,0,4,7,13,9,25,84
Exposures,0,0,0,0,0,0,0,0,0,1,0,0,1
Aid Given,34,18,25,6,13,3,6,7,8,13,12,16,161
15901,RICHMOND CO. VOL. FIRE DEPT.,RICHMOND CO. VOL. FIRE DEPT.,RICHMOND CO. VOL. FIRE DEPT.,,,,,,,,,,
Count,11,9,1,0,0,0,5,4,1,2,3,3,39
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,1,0,0,0,3,1,5
16100,Roanoke County Fire & Rescue,Roanoke County Fire & Rescue,Roanoke County Fire & Rescue,,,,,,,,,,
Count,947,808,908,906,928,940,942,884,872,939,818,"1,038","10,930"
Exposures,2,0,0,0,1,0,0,1,0,0,1,0,5
Aid Given,26,22,23,21,19,28,14,21,6,11,9,17,217
Page 58 of 82,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,3/5/10 7:50:36 AM
