Name: “Table 1 of 1 on page 70 of 82”,Name: “Table 1 of 1 on page 70 of 82”,Name: “Table 1 of 1 on page 70 of 82”,Name: “Table 1 of 1 on page 70 of 82”,Name: “Table 1 of 1 on page 70 of 82”,Name: “Table 1 of 1 on page 70 of 82”,Name: “Table 1 of 1 on page 70 of 82”,Name: “Table 1 of 1 on page 70 of 82”,Name: “Table 1 of 1 on page 70 of 82”,Name: “Table 1 of 1 on page 70 of 82”,Name: “Table 1 of 1 on page 70 of 82”,Name: “Table 1 of 1 on page 70 of 82”,Name: “Table 1 of 1 on page 70 of 82”,Name: “Table 1 of 1 on page 70 of 82”
Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2009,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
18706,LINDEN VOL. FIRE DEPT.,LINDEN VOL. FIRE DEPT.,,,,,,,,,,,
Count,17,18,22,11,18,26,20,30,37,19,30,39,287
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,15,8,15,15,15,11,19,22,17,13,17,15,182
18707,N. WARREN CO FIRE & RESCUE,N. WARREN CO FIRE & RESCUE,N. WARREN CO FIRE & RESCUE,,,,,,,,,,
Count,23,25,20,26,23,18,14,25,21,21,34,24,274
Exposures,0,0,1,0,0,0,0,0,0,0,0,0,1
Aid Given,20,19,22,17,17,16,14,16,14,27,22,29,233
19104,GLADE SPRING VOL. FIRE DEPT.,GLADE SPRING VOL. FIRE DEPT.,GLADE SPRING VOL. FIRE DEPT.,,,,,,,,,,
Count,19,19,12,11,7,14,7,15,9,14,9,13,149
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,2,1,1,0,0,0,0,0,0,0,0,5
19105,MEADOWVIEW VOL. FIRE DEPT.,MEADOWVIEW VOL. FIRE DEPT.,MEADOWVIEW VOL. FIRE DEPT.,,,,,,,,,,
Count,8,13,19,8,7,19,14,18,12,18,0,28,164
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,2,1,0,1,0,0,0,0,0,1,1,7
19107,GREEN SPRING VOL. FIRE DEPT.,GREEN SPRING VOL. FIRE DEPT.,GREEN SPRING VOL. FIRE DEPT.,,,,,,,,,,
Count,11,17,4,8,8,14,5,15,4,8,10,21,125
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,2,1,1,0,0,0,1,0,0,0,0,5
19110,WASHINGTON CO. VOL. FIRE,WASHINGTON CO. VOL. FIRE,WASHINGTON CO. VOL. FIRE,,,,,,,,,,
Count,15,11,17,17,14,20,18,23,20,12,20,31,218
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,1,0,0,0,0,0,1,0,0,1,3
Page 70 of 82,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,3/5/10 7:50:39 AM
