Name: “Table 1 of 1 on page 14 of 82”,Name: “Table 1 of 1 on page 14 of 82”,Name: “Table 1 of 1 on page 14 of 82”,Name: “Table 1 of 1 on page 14 of 82”,Name: “Table 1 of 1 on page 14 of 82”,Name: “Table 1 of 1 on page 14 of 82”,Name: “Table 1 of 1 on page 14 of 82”,Name: “Table 1 of 1 on page 14 of 82”,Name: “Table 1 of 1 on page 14 of 82”,Name: “Table 1 of 1 on page 14 of 82”,Name: “Table 1 of 1 on page 14 of 82”,Name: “Table 1 of 1 on page 14 of 82”,Name: “Table 1 of 1 on page 14 of 82”,Name: “Table 1 of 1 on page 14 of 82”
Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2009,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
02704,COUNCIL VOL. FIRE DEPT.,COUNCIL VOL. FIRE DEPT.,,,,,,,,,,,
Count,5,1,3,3,4,5,3,3,2,3,0,0,32
Exposures,1,0,0,1,0,0,0,0,0,1,0,0,3
Aid Given,0,1,1,0,0,0,0,0,0,0,0,0,2
02706,KNOX,CREEK VOL. FIRE DEPT.,CREEK VOL. FIRE DEPT.,,,,,,,,,,
Count,5,9,4,5,0,2,5,3,3,4,1,2,43
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
02707,RUSSELL PRATER FIRE DEPT.,RUSSELL PRATER FIRE DEPT.,RUSSELL PRATER FIRE DEPT.,,,,,,,,,,
Count,10,19,17,7,1,2,10,2,4,0,0,1,73
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,2,0,0,0,0,0,0,0,0,0,0,2
02708,SLATE CREEK VOL. FIRE DEPT.,SLATE CREEK VOL. FIRE DEPT.,SLATE CREEK VOL. FIRE DEPT.,,,,,,,,,,
Count,3,4,7,4,4,2,2,0,1,1,1,9,38
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,0,0,4,1,1,1,1,0,1,0,1,13
02901,Arvonia vfd,,,,,,,,,,,,
Count,13,9,8,5,4,13,1,6,9,10,7,7,92
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,5,6,4,1,1,2,4,2,2,4,4,38
02902,DILLWYN VOL. FIRE DEPT.,DILLWYN VOL. FIRE DEPT.,,,,,,,,,,,
Count,12,17,21,14,13,9,0,9,10,12,12,10,139
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,0,1,0,0,1,0,0,0,0,0,0,6
Page 14 of 82,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,3/5/10 7:50:24 AM
