Name: “Table 1 of 1 on page 68 of 82”,Name: “Table 1 of 1 on page 68 of 82”,Name: “Table 1 of 1 on page 68 of 82”,Name: “Table 1 of 1 on page 68 of 82”,Name: “Table 1 of 1 on page 68 of 82”,Name: “Table 1 of 1 on page 68 of 82”,Name: “Table 1 of 1 on page 68 of 82”,Name: “Table 1 of 1 on page 68 of 82”,Name: “Table 1 of 1 on page 68 of 82”,Name: “Table 1 of 1 on page 68 of 82”,Name: “Table 1 of 1 on page 68 of 82”,Name: “Table 1 of 1 on page 68 of 82”,Name: “Table 1 of 1 on page 68 of 82”,Name: “Table 1 of 1 on page 68 of 82”
Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2009,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
18502,BLUEFIELD VOL. FIRE DEPT.,BLUEFIELD VOL. FIRE DEPT.,BLUEFIELD VOL. FIRE DEPT.,,,,,,,,,,
Count,31,27,27,27,27,21,30,17,28,34,35,62,366
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,3,2,0,0,0,0,0,1,0,2,3,11
18505,RICHLANDS VOL. FIRE DEPT.,RICHLANDS VOL. FIRE DEPT.,RICHLANDS VOL. FIRE DEPT.,,,,,,,,,,
Count,37,29,32,40,52,37,40,50,31,49,42,59,498
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,1,0,1,0,0,0,0,0,2,0,4
18506,TAZEWELL CO. VOL. FIRE DEPT.,TAZEWELL CO. VOL. FIRE DEPT.,TAZEWELL CO. VOL. FIRE DEPT.,,,,,,,,,,
Count,121,7,6,4,8,5,11,8,5,8,8,18,209
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,7,2,0,1,0,2,0,1,0,3,3,2,21
18507,TOWN OF TAZEWELL FIRE DEPT.,TOWN OF TAZEWELL FIRE DEPT.,TOWN OF TAZEWELL FIRE DEPT.,,,,,,,,,,
Count,5,14,9,5,14,11,16,14,6,9,15,37,155
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,1,0,0,1,0,0,2,0,1,7,13
18511,TANNERSVILLE VOL. FIRE DEPT.,TANNERSVILLE VOL. FIRE DEPT.,TANNERSVILLE VOL. FIRE DEPT.,,,,,,,,,,
Count,0,2,0,0,0,1,0,2,1,0,0,0,6
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
18512,CLEARFORK VOL. FIRE DEPT.,CLEARFORK VOL. FIRE DEPT.,CLEARFORK VOL. FIRE DEPT.,,,,,,,,,,
Count,1,2,0,4,2,0,0,0,0,0,0,0,9
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
Page 68 of 82,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,3/5/10 7:50:38 AM
