Name: “Table 1 of 1 on page 32 of 82”,Name: “Table 1 of 1 on page 32 of 82”,Name: “Table 1 of 1 on page 32 of 82”,Name: “Table 1 of 1 on page 32 of 82”,Name: “Table 1 of 1 on page 32 of 82”,Name: “Table 1 of 1 on page 32 of 82”,Name: “Table 1 of 1 on page 32 of 82”,Name: “Table 1 of 1 on page 32 of 82”,Name: “Table 1 of 1 on page 32 of 82”,Name: “Table 1 of 1 on page 32 of 82”,Name: “Table 1 of 1 on page 32 of 82”,Name: “Table 1 of 1 on page 32 of 82”,Name: “Table 1 of 1 on page 32 of 82”,Name: “Table 1 of 1 on page 32 of 82”
Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2009,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
08305,MIDWAY VOL. FIRE DEPT.,MIDWAY VOL. FIRE DEPT.,,,,,,,,,,,
Count,2,1,1,2,1,0,1,2,3,2,2,1,18
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,4,0,0,0,0,0,0,0,0,0,0,4
08306,NORTH HALIFAX VOL. FIRE DEPT.,NORTH HALIFAX VOL. FIRE DEPT.,NORTH HALIFAX VOL. FIRE DEPT.,,,,,,,,,,
Count,38,36,45,33,34,37,38,46,36,37,31,48,459
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,2,0,0,0,0,0,0,0,1,1,0,4
08307,OAK LEVEL VOL. FIRE DEPT.,OAK LEVEL VOL. FIRE DEPT.,OAK LEVEL VOL. FIRE DEPT.,,,,,,,,,,
Count,14,13,10,4,14,15,17,9,11,11,15,11,144
Exposures,0,0,0,0,0,0,0,1,0,0,0,0,1
Aid Given,1,0,0,0,0,0,0,0,0,1,2,0,4
08308,SCOTTSBURG VOL. FIRE DEPT.,SCOTTSBURG VOL. FIRE DEPT.,SCOTTSBURG VOL. FIRE DEPT.,,,,,,,,,,
Count,4,1,0,0,0,0,1,2,0,0,1,2,11
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,0,0,0,0,0,0,0,0,0,0,0,2
08309,TRIANGLE VOL. FIRE DEPT.,TRIANGLE VOL. FIRE DEPT.,,,,,,,,,,,
Count,10,6,10,4,7,4,7,6,3,5,9,6,77
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,2,2,1,0,0,0,2,1,2,2,0,14
08310,TURBEVILLE VOL. FIRE DEPT.,TURBEVILLE VOL. FIRE DEPT.,TURBEVILLE VOL. FIRE DEPT.,,,,,,,,,,
Count,13,13,11,11,18,11,15,16,15,20,14,15,172
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,2,2,1,0,0,1,0,0,0,0,1,7
Page 32 of 82,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,3/5/10 7:50:29 AM
