Name: “Table 1 of 1 on page 13 of 82”,Name: “Table 1 of 1 on page 13 of 82”,Name: “Table 1 of 1 on page 13 of 82”,Name: “Table 1 of 1 on page 13 of 82”,Name: “Table 1 of 1 on page 13 of 82”,Name: “Table 1 of 1 on page 13 of 82”,Name: “Table 1 of 1 on page 13 of 82”,Name: “Table 1 of 1 on page 13 of 82”,Name: “Table 1 of 1 on page 13 of 82”,Name: “Table 1 of 1 on page 13 of 82”,Name: “Table 1 of 1 on page 13 of 82”,Name: “Table 1 of 1 on page 13 of 82”,Name: “Table 1 of 1 on page 13 of 82”,Name: “Table 1 of 1 on page 13 of 82”
Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2009,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
02505,Gasburg Volunteer Fire Departm,Gasburg Volunteer Fire Departm,Gasburg Volunteer Fire Departm,,,,,,,,,,
Count,5,6,2,2,1,4,5,4,3,4,0,4,40
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,6,4,1,2,1,6,1,0,5,4,2,36
02506,Lawrenceville Vol. Fire Dept.,Lawrenceville Vol. Fire Dept.,,,,,,,,,,,
Count,16,22,35,37,30,28,32,35,26,33,41,29,364
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,2,2,4,1,2,2,1,4,2,3,5,32
02507,TRIPLET VOL. FIRE DEPT.,TRIPLET VOL. FIRE DEPT.,,,,,,,,,,,
Count,3,4,4,2,3,2,3,1,2,3,2,2,31
Exposures,0,0,0,0,0,0,0,0,0,1,0,0,1
Aid Given,0,0,0,0,0,0,0,0,1,0,1,1,3
02701,GRUNDY VOL. FIRE DEPT.,GRUNDY VOL. FIRE DEPT.,,,,,,,,,,,
Count,9,4,7,18,12,7,13,5,5,8,5,5,98
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,1,0,0,1,1,0,0,0,0,3
02702,"OAKWOOD VOL. FIRE DEPT., INC.","OAKWOOD VOL. FIRE DEPT., INC.","OAKWOOD VOL. FIRE DEPT., INC.",,,,,,,,,,
Count,4,6,5,1,9,3,4,2,6,3,1,4,48
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,1,0,0,1,0,0,0,0,2
02703,WHITEWOOD VOL. FIRE DEPT.,WHITEWOOD VOL. FIRE DEPT.,WHITEWOOD VOL. FIRE DEPT.,,,,,,,,,,
Count,1,1,0,0,0,1,0,1,0,1,0,1,6
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,1,1,0,0,0,0,0,0,2
Page 13 of 82,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,3/5/10 7:50:24 AM
