Name: “Table 1 of 1 on page 15 of 82”,Name: “Table 1 of 1 on page 15 of 82”,Name: “Table 1 of 1 on page 15 of 82”,Name: “Table 1 of 1 on page 15 of 82”,Name: “Table 1 of 1 on page 15 of 82”,Name: “Table 1 of 1 on page 15 of 82”,Name: “Table 1 of 1 on page 15 of 82”,Name: “Table 1 of 1 on page 15 of 82”,Name: “Table 1 of 1 on page 15 of 82”,Name: “Table 1 of 1 on page 15 of 82”,Name: “Table 1 of 1 on page 15 of 82”,Name: “Table 1 of 1 on page 15 of 82”,Name: “Table 1 of 1 on page 15 of 82”,Name: “Table 1 of 1 on page 15 of 82”
Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2009,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
02904,TOGA VOL. FIRE DEPT.,TOGA VOL. FIRE DEPT.,,,,,,,,,,,
Count,2,11,5,11,2,1,2,9,4,5,3,0,55
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,2,0,4,3,3,2,3,3,2,2,3,27
03110,ALTAVISTA VOL. FIRE,ALTAVISTA VOL. FIRE,,,,,,,,,,,
Count,26,15,12,17,8,12,17,17,14,18,20,22,198
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
03111,BROOKNEAL VOL. FIRE DEPT.,BROOKNEAL VOL. FIRE DEPT.,BROOKNEAL VOL. FIRE DEPT.,,,,,,,,,,
Count,14,13,10,3,8,10,13,12,12,7,16,7,125
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,0,1,0,1,0,1,2,1,0,0,1,9
03112,BROOKVILLE VOL. FIRE DEPT.,BROOKVILLE VOL. FIRE DEPT.,BROOKVILLE VOL. FIRE DEPT.,,,,,,,,,,
Count,54,35,36,25,20,15,19,22,15,26,37,23,327
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,8,4,5,3,6,4,4,3,3,4,4,4,52
03113,CONCORD VOL. FIRE DEPT.,CONCORD VOL. FIRE DEPT.,,,,,,,,,,,
Count,23,24,25,18,9,11,17,15,12,11,33,23,221
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,3,1,1,0,3,3,1,1,1,1,0,15
03114,GLADYS VOL. FIRE DEPT.,GLADYS VOL. FIRE DEPT.,,,,,,,,,,,
Count,13,14,11,5,5,4,6,8,6,8,5,8,93
Exposures,1,0,0,0,0,0,0,0,0,0,0,0,1
Aid Given,1,1,0,0,0,0,0,0,1,0,1,2,6
Page 15 of 82,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,3/5/10 7:50:25 AM
