Name: “Table 1 of 1 on page 61 of 82”,Name: “Table 1 of 1 on page 61 of 82”,Name: “Table 1 of 1 on page 61 of 82”,Name: “Table 1 of 1 on page 61 of 82”,Name: “Table 1 of 1 on page 61 of 82”,Name: “Table 1 of 1 on page 61 of 82”,Name: “Table 1 of 1 on page 61 of 82”,Name: “Table 1 of 1 on page 61 of 82”,Name: “Table 1 of 1 on page 61 of 82”,Name: “Table 1 of 1 on page 61 of 82”,Name: “Table 1 of 1 on page 61 of 82”,Name: “Table 1 of 1 on page 61 of 82”,Name: “Table 1 of 1 on page 61 of 82”,Name: “Table 1 of 1 on page 61 of 82”
Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2009,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
16502,BERGTON VOL. FIRE CO.,BERGTON VOL. FIRE CO.,,,,,,,,,,,
Count,8,6,12,4,5,9,5,7,2,3,7,5,73
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,0,1,0,0,2,0,0,0,1,0,1,7
16503,Elkton Fire Company,Elkton Fire Company,,,,,,,,,,,
Count,90,95,41,57,41,30,78,23,33,36,29,48,601
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,15,27,5,2,5,3,11,3,0,2,6,1,80
16505,Broadway Vol. Fire Dept.,Broadway Vol. Fire Dept.,,,,,,,,,,,
Count,51,52,51,54,38,48,46,43,48,52,40,66,589
Exposures,0,0,3,0,0,3,0,0,0,0,0,0,6
Aid Given,2,5,5,6,10,10,5,7,3,11,6,15,85
16506,TIMBERVILLE VOL. FIRE DEPT.,TIMBERVILLE VOL. FIRE DEPT.,TIMBERVILLE VOL. FIRE DEPT.,,,,,,,,,,
Count,16,8,21,17,18,13,23,8,13,16,10,26,189
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,12,12,7,9,7,7,5,3,0,4,7,7,80
16508,MCGAHEYSVILLE VOL. FIRE,MCGAHEYSVILLE VOL. FIRE,MCGAHEYSVILLE VOL. FIRE,,,,,,,,,,
Count,87,66,44,40,37,41,40,51,37,42,25,51,561
Exposures,0,1,0,0,0,0,0,0,1,0,0,0,2
Aid Given,25,30,15,15,13,18,17,24,18,18,8,15,216
16515,Bridgewater Fire Company,Bridgewater Fire Company,,,,,,,,,,,
Count,72,67,51,64,72,57,74,60,59,54,35,61,726
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,14,10,12,14,5,9,10,11,7,6,6,11,115
Page 61 of 82,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,3/5/10 7:50:37 AM
