Name: “Table 1 of 1 on page 34 of 82”,Name: “Table 1 of 1 on page 34 of 82”,Name: “Table 1 of 1 on page 34 of 82”,Name: “Table 1 of 1 on page 34 of 82”,Name: “Table 1 of 1 on page 34 of 82”,Name: “Table 1 of 1 on page 34 of 82”,Name: “Table 1 of 1 on page 34 of 82”,Name: “Table 1 of 1 on page 34 of 82”,Name: “Table 1 of 1 on page 34 of 82”,Name: “Table 1 of 1 on page 34 of 82”,Name: “Table 1 of 1 on page 34 of 82”,Name: “Table 1 of 1 on page 34 of 82”,Name: “Table 1 of 1 on page 34 of 82”,Name: “Table 1 of 1 on page 34 of 82”
Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2009,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
08506,HENRY VOL. FIRE DEPT.,HENRY VOL. FIRE DEPT.,,,,,,,,,,,
Count,106,79,119,75,67,91,80,81,56,80,114,89,"1,037"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,9,3,12,6,7,4,6,16,8,10,13,11,105
08507,MECHANICSVILLE VOL. FIRE,MECHANICSVILLE VOL. FIRE,MECHANICSVILLE VOL. FIRE,,,,,,,,,,
Count,146,115,192,127,126,160,135,136,91,100,141,151,"1,620"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,24,4,13,13,8,20,14,6,6,11,10,9,138
08508,MONTPELIER VOL. FIRE DEPT.,MONTPELIER VOL. FIRE DEPT.,MONTPELIER VOL. FIRE DEPT.,,,,,,,,,,
Count,49,46,64,45,47,53,52,38,29,60,41,43,567
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,8,0,1,0,4,2,4,4,3,1,1,3,31
08509,ROCKVILLE VOL. FIRE DEPT.,ROCKVILLE VOL. FIRE DEPT.,ROCKVILLE VOL. FIRE DEPT.,,,,,,,,,,
Count,23,18,26,15,17,18,16,23,24,21,24,21,246
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,5,4,4,3,1,0,2,1,1,3,0,28
08510,CHICKAHOMINY FIRE DEPT.,CHICKAHOMINY FIRE DEPT.,,,,,,,,,,,
Count,84,55,79,56,68,77,76,85,68,81,83,52,864
Exposures,0,4,0,0,0,0,0,0,0,0,0,0,4
Aid Given,19,11,22,21,17,21,12,14,14,21,16,20,208
08511,FARRINGTON FIRE DEPARTMENT,FARRINGTON FIRE DEPARTMENT,FARRINGTON FIRE DEPARTMENT,,,,,,,,,,
Count,28,28,36,26,29,19,16,21,16,15,27,15,276
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,9,8,6,4,8,1,3,2,3,0,3,1,48
Page 34 of 82,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,3/5/10 7:50:30 AM
