Name: “Table 1 of 1 on page 49 of 82”,Name: “Table 1 of 1 on page 49 of 82”,Name: “Table 1 of 1 on page 49 of 82”,Name: “Table 1 of 1 on page 49 of 82”,Name: “Table 1 of 1 on page 49 of 82”,Name: “Table 1 of 1 on page 49 of 82”,Name: “Table 1 of 1 on page 49 of 82”,Name: “Table 1 of 1 on page 49 of 82”,Name: “Table 1 of 1 on page 49 of 82”,Name: “Table 1 of 1 on page 49 of 82”,Name: “Table 1 of 1 on page 49 of 82”,Name: “Table 1 of 1 on page 49 of 82”,Name: “Table 1 of 1 on page 49 of 82”,Name: “Table 1 of 1 on page 49 of 82”
Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2009,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
13700,County of Orange Fire & EMS,County of Orange Fire & EMS,County of Orange Fire & EMS,,,,,,,,,,
Count,199,212,228,195,169,141,111,145,198,252,184,218,"2,252"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,4,2,4,0,3,1,1,1,3,1,2,26
13702,GORDONSVILLE VOL. FIRE DEPT.,GORDONSVILLE VOL. FIRE DEPT.,GORDONSVILLE VOL. FIRE DEPT.,,,,,,,,,,
Count,15,16,6,10,9,9,4,11,2,12,6,16,116
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,25,23,24,20,16,23,20,13,16,14,15,30,239
13703,LAKE OF THE WOODS VOL. FIRE,LAKE OF THE WOODS VOL. FIRE,LAKE OF THE WOODS VOL. FIRE,,,,,,,,,,
Count,32,20,28,20,32,31,24,23,18,26,22,37,313
Exposures,0,1,0,0,0,0,0,0,0,0,0,0,1
Aid Given,10,7,9,8,2,8,0,5,3,1,4,2,59
13705,ORANGE VOL. FIRE CO.,ORANGE VOL. FIRE CO.,,,,,,,,,,,
Count,39,53,42,28,26,49,34,28,33,38,49,0,419
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,22,24,18,11,4,9,10,9,6,12,5,0,130
13901,LURAY VOL. FIRE DEPT.,LURAY VOL. FIRE DEPT.,,,,,,,,,,,
Count,15,5,1,0,3,0,0,0,2,2,0,1,29
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,0,0,0,0,0,0,0,0,0,0,1
13902,SHENANDOAH VOL. FIRE DEPT.,SHENANDOAH VOL. FIRE DEPT.,SHENANDOAH VOL. FIRE DEPT.,,,,,,,,,,
Count,18,24,11,22,25,30,16,21,15,23,12,14,231
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,7,3,2,3,1,0,2,2,2,5,3,32
Page 49 of 82,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,3/5/10 7:50:33 AM
