Name: “Table 1 of 1 on page 59 of 82”,Name: “Table 1 of 1 on page 59 of 82”,Name: “Table 1 of 1 on page 59 of 82”,Name: “Table 1 of 1 on page 59 of 82”,Name: “Table 1 of 1 on page 59 of 82”,Name: “Table 1 of 1 on page 59 of 82”,Name: “Table 1 of 1 on page 59 of 82”,Name: “Table 1 of 1 on page 59 of 82”,Name: “Table 1 of 1 on page 59 of 82”,Name: “Table 1 of 1 on page 59 of 82”,Name: “Table 1 of 1 on page 59 of 82”,Name: “Table 1 of 1 on page 59 of 82”,Name: “Table 1 of 1 on page 59 of 82”,Name: “Table 1 of 1 on page 59 of 82”
Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2009,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
16102,VINTON VOL. FIRE DEPT.,VINTON VOL. FIRE DEPT.,,,,,,,,,,,
Count,10,11,8,12,3,9,0,9,6,5,6,8,87
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
16112,READ MT. VFD STATION #12,READ MT. VFD STATION #12,,,,,,,,,,,
Count,50,44,56,47,54,50,50,59,63,46,58,0,577
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,43,28,26,24,30,31,29,17,24,23,31,0,306
16301,EFFINGER VOL. FIRE DEPT.,EFFINGER VOL. FIRE DEPT.,,,,,,,,,,,
Count,3,0,4,0,1,0,1,0,1,0,2,1,13
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,0,1,0,0,0,0,0,0,2,3,0,9
16302,GLASGOW VOL. FIRE DEPT.,GLASGOW VOL. FIRE DEPT.,,,,,,,,,,,
Count,11,7,10,11,9,12,3,7,12,7,7,14,110
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,14,12,12,8,12,8,12,3,7,6,11,16,121
16303,GOSHEN VOL. FIRE DEPT.,GOSHEN VOL. FIRE DEPT.,,,,,,,,,,,
Count,9,9,7,8,9,18,6,4,4,4,9,5,92
Exposures,1,0,0,0,0,0,0,0,0,0,0,0,1
Aid Given,8,5,4,2,2,2,5,2,0,2,4,3,39
16304,KERRS CREEK VOL. FIRE DEPT.,KERRS CREEK VOL. FIRE DEPT.,KERRS CREEK VOL. FIRE DEPT.,,,,,,,,,,
Count,15,13,0,8,5,0,0,0,14,12,0,0,67
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,6,11,0,8,6,0,0,0,1,4,0,0,36
Page 59 of 82,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,3/5/10 7:50:36 AM
