Name: “Table 1 of 1 on page 10 of 82”,Name: “Table 1 of 1 on page 10 of 82”,Name: “Table 1 of 1 on page 10 of 82”,Name: “Table 1 of 1 on page 10 of 82”,Name: “Table 1 of 1 on page 10 of 82”,Name: “Table 1 of 1 on page 10 of 82”,Name: “Table 1 of 1 on page 10 of 82”,Name: “Table 1 of 1 on page 10 of 82”,Name: “Table 1 of 1 on page 10 of 82”,Name: “Table 1 of 1 on page 10 of 82”,Name: “Table 1 of 1 on page 10 of 82”,Name: “Table 1 of 1 on page 10 of 82”,Name: “Table 1 of 1 on page 10 of 82”,Name: “Table 1 of 1 on page 10 of 82”
Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2009,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
01908,STEWARTSVILLE VOL. FIRE,STEWARTSVILLE VOL. FIRE,,,,,,,,,,,
Count,30,23,2,16,16,18,24,14,6,0,18,18,185
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,5,1,2,0,0,0,3,1,0,0,2,19
01910,BIG ISLAND VOL. FIRE DEPT.,BIG ISLAND VOL. FIRE DEPT.,BIG ISLAND VOL. FIRE DEPT.,,,,,,,,,,
Count,6,11,14,12,5,11,10,4,8,6,9,12,108
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,1,0,1,1,3,2,0,2,2,2,2,17
01911,SAUNDERS VOL. FIRE DEPT.,SAUNDERS VOL. FIRE DEPT.,SAUNDERS VOL. FIRE DEPT.,,,,,,,,,,
Count,4,5,6,3,2,1,5,3,2,4,1,0,36
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,2,2,4,2,3,2,2,2,1,1,0,24
01912,Shady Grove Vol. Fire & Rescue,Shady Grove Vol. Fire & Rescue,Shady Grove Vol. Fire & Rescue,,,,,,,,,,
Count,14,11,14,4,7,5,5,2,3,3,5,5,78
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,2,3,0,0,2,0,2,0,2,0,1,14
02101,BLAND CO. VOL. FIRE DEPT.,BLAND CO. VOL. FIRE DEPT.,BLAND CO. VOL. FIRE DEPT.,,,,,,,,,,
Count,5,4,4,3,1,3,1,2,0,4,2,8,37
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,5,2,1,2,1,1,0,0,1,1,0,14
02102,CERES VOL. FIRE DEPT.,CERES VOL. FIRE DEPT.,,,,,,,,,,,
Count,0,1,1,0,0,1,0,0,1,0,2,0,6
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
Page 10 of 82,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,3/5/10 7:50:23 AM
