Name: “Table 1 of 1 on page 4 of 82”,Name: “Table 1 of 1 on page 4 of 82”,Name: “Table 1 of 1 on page 4 of 82”,Name: “Table 1 of 1 on page 4 of 82”,Name: “Table 1 of 1 on page 4 of 82”,Name: “Table 1 of 1 on page 4 of 82”,Name: “Table 1 of 1 on page 4 of 82”,Name: “Table 1 of 1 on page 4 of 82”,Name: “Table 1 of 1 on page 4 of 82”,Name: “Table 1 of 1 on page 4 of 82”,Name: “Table 1 of 1 on page 4 of 82”,Name: “Table 1 of 1 on page 4 of 82”,Name: “Table 1 of 1 on page 4 of 82”,Name: “Table 1 of 1 on page 4 of 82”
Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2009,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
00300,Albemarle Co.Fire Rescue,Albemarle Co.Fire Rescue,,,,,,,,,,,
Count,614,480,549,528,528,636,566,540,516,521,521,531,"6,530"
Exposures,0,1,0,0,0,0,0,0,0,0,0,0,1
Aid Given,37,18,15,12,17,27,18,16,13,29,17,12,231
00501,BOILING SPRINGS VOL. FIRE,BOILING SPRINGS VOL. FIRE,BOILING SPRINGS VOL. FIRE,,,,,,,,,,
Count,12,9,12,12,11,12,16,16,11,14,14,12,151
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,1,1,1,0,0,1,1,0,0,5
00502,DUNLAP VOL. FIRE DEPT.,DUNLAP VOL. FIRE DEPT.,,,,,,,,,,,
Count,2,5,6,0,0,2,0,1,0,0,0,0,16
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,1,1,0,0,0,0,0,0,0,0,0,5
00503,FALLING SPRING VOL. FIRE DEPT,FALLING SPRING VOL. FIRE DEPT,FALLING SPRING VOL. FIRE DEPT,,,,,,,,,,
Count,5,9,3,5,5,5,4,5,3,8,5,5,62
Exposures,0,0,0,0,0,0,0,4,0,0,0,0,4
Aid Given,3,0,0,3,0,1,0,0,0,2,5,2,16
00504,IRON GATE VOL. FIRE DEPT.,IRON GATE VOL. FIRE DEPT.,IRON GATE VOL. FIRE DEPT.,,,,,,,,,,
Count,1,3,1,7,4,0,2,1,2,0,0,2,23
Exposures,0,1,0,0,0,0,0,0,0,0,0,0,1
Aid Given,1,24,14,6,1,1,3,1,1,1,0,2,55
00505,SELMA VOL. FIRE DEPT.,SELMA VOL. FIRE DEPT.,,,,,,,,,,,
Count,6,2,2,3,7,3,5,5,5,5,6,10,59
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,7,4,5,6,5,3,8,1,2,5,4,55
Page 4 of 82,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,3/5/10 7:50:21 AM
