Name: “Table 1 of 1 on page 79 of 82”,Name: “Table 1 of 1 on page 79 of 82”,Name: “Table 1 of 1 on page 79 of 82”,Name: “Table 1 of 1 on page 79 of 82”,Name: “Table 1 of 1 on page 79 of 82”,Name: “Table 1 of 1 on page 79 of 82”,Name: “Table 1 of 1 on page 79 of 82”,Name: “Table 1 of 1 on page 79 of 82”,Name: “Table 1 of 1 on page 79 of 82”,Name: “Table 1 of 1 on page 79 of 82”,Name: “Table 1 of 1 on page 79 of 82”,Name: “Table 1 of 1 on page 79 of 82”,Name: “Table 1 of 1 on page 79 of 82”,Name: “Table 1 of 1 on page 79 of 82”
Table: 79,Table: 79,Table: 79,Table: 79,Table: 79,Table: 79,Table: 79,Table: 79,Table: 79,Table: 79,Table: 79,Table: 79,Table: 79,Table: 79
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2009,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
75000,Radford Fire Department,Radford Fire Department,,,,,,,,,,,
Count,38,28,48,40,39,30,40,33,36,1,28,35,396
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,1,0,2,0,0,0,3
76000,Richmond Fire & Emergency Serv,Richmond Fire & Emergency Serv,Richmond Fire & Emergency Serv,,,,,,,,,,
Count,"2,530","2,254","2,595","2,380","2,470","2,476","2,504","2,502","2,248","2,603","2,475","2,447","29,484"
Exposures,2,4,3,6,4,2,0,1,1,0,0,5,28
Aid Given,1,2,1,3,4,1,2,2,2,2,1,3,24
77000,Roanoke Dept. of Fire-EMS,Roanoke Dept. of Fire-EMS,,,,,,,,,,,
Count,"1,942","1,707","1,887","1,886","1,954","2,000","2,013","2,062","1,869","1,972","1,818","1,981","23,091"
Exposures,0,4,0,2,1,1,2,0,2,0,1,0,13
Aid Given,20,17,17,15,15,13,11,16,14,22,14,17,191
77500,Salem Fire Department,Salem Fire Department,,,,,,,,,,,
Count,203,174,216,224,189,238,230,218,227,228,185,204,"2,536"
Exposures,0,0,1,0,0,0,0,0,0,0,0,0,1
Aid Given,4,2,2,1,2,4,1,2,5,1,2,5,31
78000,SOUTH BOSTON FIRE DEPT.,SOUTH BOSTON FIRE DEPT.,SOUTH BOSTON FIRE DEPT.,,,,,,,,,,
Count,123,127,147,119,145,143,135,150,135,140,122,149,"1,635"
Exposures,2,0,0,0,0,0,0,0,0,0,0,0,2
Aid Given,1,2,2,1,0,1,0,1,1,3,5,1,18
79000,Staunton Fire Department,Staunton Fire Department,,,,,,,,,,,
Count,188,159,171,165,172,187,182,178,180,161,182,194,"2,119"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,31,19,23,22,15,10,17,17,11,17,8,20,210
Page 79 of 82,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,3/5/10 7:50:42 AM
