Name: “Table 1 of 1 on page 12 of 82”,Name: “Table 1 of 1 on page 12 of 82”,Name: “Table 1 of 1 on page 12 of 82”,Name: “Table 1 of 1 on page 12 of 82”,Name: “Table 1 of 1 on page 12 of 82”,Name: “Table 1 of 1 on page 12 of 82”,Name: “Table 1 of 1 on page 12 of 82”,Name: “Table 1 of 1 on page 12 of 82”,Name: “Table 1 of 1 on page 12 of 82”,Name: “Table 1 of 1 on page 12 of 82”,Name: “Table 1 of 1 on page 12 of 82”,Name: “Table 1 of 1 on page 12 of 82”,Name: “Table 1 of 1 on page 12 of 82”,Name: “Table 1 of 1 on page 12 of 82”
Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2009,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
02305,EAGLE ROCK VOL. FIRE DEPT.,EAGLE ROCK VOL. FIRE DEPT.,EAGLE ROCK VOL. FIRE DEPT.,,,,,,,,,,
Count,6,7,5,6,6,7,2,3,7,8,7,6,70
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,2,3,5,10,5,4,6,1,4,1,1,46
02306,GLEN WILTON VOL. FIRE DEPT.,GLEN WILTON VOL. FIRE DEPT.,GLEN WILTON VOL. FIRE DEPT.,,,,,,,,,,
Count,6,6,4,9,9,8,4,3,5,7,6,3,70
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,8,2,3,4,12,2,5,4,4,4,3,55
02501,ALBERTA VOL. FIRE DEPT.,ALBERTA VOL. FIRE DEPT.,,,,,,,,,,,
Count,44,37,40,1,0,0,0,0,0,0,0,0,122
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,4,9,0,0,0,0,0,0,0,0,0,14
02502,Brodnax Vol. Fire Dept.,Brodnax Vol. Fire Dept.,,,,,,,,,,,
Count,11,3,3,7,2,2,0,6,4,1,6,9,54
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,1,1,0,1,0,0,1,0,1,1,0,8
02503,DOLPHIN VOL. FIRE DEPT.,DOLPHIN VOL. FIRE DEPT.,,,,,,,,,,,
Count,2,7,5,3,4,0,7,9,6,2,5,5,55
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,3,5,6,2,0,2,3,6,5,6,8,48
02504,EBONY VOL. FIRE DEPT.,EBONY VOL. FIRE DEPT.,,,,,,,,,,,
Count,2,5,4,1,2,5,5,4,4,4,2,4,42
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,2,0,1,2,0,1,1,0,1,1,1,14
Page 12 of 82,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,3/5/10 7:50:23 AM
