Name: “Table 1 of 1 on page 9 of 82”,Name: “Table 1 of 1 on page 9 of 82”,Name: “Table 1 of 1 on page 9 of 82”,Name: “Table 1 of 1 on page 9 of 82”,Name: “Table 1 of 1 on page 9 of 82”,Name: “Table 1 of 1 on page 9 of 82”,Name: “Table 1 of 1 on page 9 of 82”,Name: “Table 1 of 1 on page 9 of 82”,Name: “Table 1 of 1 on page 9 of 82”,Name: “Table 1 of 1 on page 9 of 82”,Name: “Table 1 of 1 on page 9 of 82”,Name: “Table 1 of 1 on page 9 of 82”,Name: “Table 1 of 1 on page 9 of 82”,Name: “Table 1 of 1 on page 9 of 82”
Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2009,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
01901,BOONSBORO VOL. FIRE DEPT.,BOONSBORO VOL. FIRE DEPT.,BOONSBORO VOL. FIRE DEPT.,,,,,,,,,,
Count,2,9,5,6,4,3,5,8,8,5,4,6,65
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,3,4,0,0,2,0,0,1,2,1,0,13
01902,FOREST VOL. FIRE DEPT.,FOREST VOL. FIRE DEPT.,,,,,,,,,,,
Count,73,26,31,40,31,29,39,22,24,37,27,35,414
Exposures,1,0,0,0,0,0,0,0,0,0,0,0,1
Aid Given,17,10,9,6,9,9,9,7,2,5,14,7,104
01903,HARDY VOL. FIRE DEPT.,HARDY VOL. FIRE DEPT.,,,,,,,,,,,
Count,6,5,7,9,10,8,1,7,5,5,3,11,77
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,4,1,0,0,1,0,2,3,1,1,0,18
01904,HUDDLESTON VOL. FIRE DEPT.,HUDDLESTON VOL. FIRE DEPT.,HUDDLESTON VOL. FIRE DEPT.,,,,,,,,,,
Count,12,9,6,1,2,3,4,3,10,6,1,4,61
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,2,0,0,0,0,0,0,1,1,0,1,9
01905,MONETA FIRE DEPARTMENT,MONETA FIRE DEPARTMENT,MONETA FIRE DEPARTMENT,,,,,,,,,,
Count,16,15,21,20,18,29,22,26,20,22,23,18,250
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,9,3,4,4,3,3,1,1,2,0,2,37
01907,MONTVALE VOL. FIRE DEPT.,MONTVALE VOL. FIRE DEPT.,MONTVALE VOL. FIRE DEPT.,,,,,,,,,,
Count,19,7,8,8,8,11,5,9,9,8,9,12,113
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,6,5,1,1,2,3,1,3,2,2,4,2,32
Page 9 of 82,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,3/5/10 7:50:22 AM
