Name: “Table 1 of 1 on page 7 of 82”,Name: “Table 1 of 1 on page 7 of 82”,Name: “Table 1 of 1 on page 7 of 82”,Name: “Table 1 of 1 on page 7 of 82”,Name: “Table 1 of 1 on page 7 of 82”,Name: “Table 1 of 1 on page 7 of 82”,Name: “Table 1 of 1 on page 7 of 82”,Name: “Table 1 of 1 on page 7 of 82”,Name: “Table 1 of 1 on page 7 of 82”,Name: “Table 1 of 1 on page 7 of 82”,Name: “Table 1 of 1 on page 7 of 82”,Name: “Table 1 of 1 on page 7 of 82”,Name: “Table 1 of 1 on page 7 of 82”,Name: “Table 1 of 1 on page 7 of 82”
Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2009,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
01505,WEYERS CAVE VOL. FIRE DEPT.,WEYERS CAVE VOL. FIRE DEPT.,WEYERS CAVE VOL. FIRE DEPT.,,,,,,,,,,
Count,46,46,47,53,39,42,55,51,68,33,16,0,496
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,16,9,9,11,5,6,6,10,3,3,2,0,80
01506,VERONA FIRE DEPARTMENT,VERONA FIRE DEPARTMENT,VERONA FIRE DEPARTMENT,,,,,,,,,,
Count,57,54,63,49,57,75,71,50,64,62,55,65,722
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,2,1,2,0,1,4,3,1,0,2,6,26
01507,STUARTS DRAFT VOL. FIRE,STUARTS DRAFT VOL. FIRE,,,,,,,,,,,
Count,81,67,55,56,53,54,67,55,44,55,51,60,698
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,20,16,12,13,16,12,15,22,7,15,16,28,192
01508,CRAIGSVILLE VOL. FIRE DEPT.,CRAIGSVILLE VOL. FIRE DEPT.,CRAIGSVILLE VOL. FIRE DEPT.,,,,,,,,,,
Count,17,11,14,8,25,11,5,6,9,8,15,12,141
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,0,0,0,0,2,0,0,2,0,0,0,6
01509,DOOMS VOL. FIRE DEPT.,DOOMS VOL. FIRE DEPT.,,,,,,,,,,,
Count,70,46,64,64,53,61,58,60,56,53,55,76,716
Exposures,0,1,0,0,0,0,0,0,0,0,0,0,1
Aid Given,6,7,8,4,2,5,10,5,4,10,9,10,80
01510,AUGUSTA COUNTY FIRE,AUGUSTA COUNTY FIRE,,,,,,,,,,,
Count,91,75,120,93,78,93,89,90,93,108,116,129,"1,175"
Exposures,2,0,0,0,0,0,0,0,0,0,0,0,2
Aid Given,26,32,42,33,31,24,32,22,23,7,11,29,312
Page 7 of 82,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,3/5/10 7:50:22 AM
