Name: “Table 1 of 1 on page 76 of 82”,Name: “Table 1 of 1 on page 76 of 82”,Name: “Table 1 of 1 on page 76 of 82”,Name: “Table 1 of 1 on page 76 of 82”,Name: “Table 1 of 1 on page 76 of 82”,Name: “Table 1 of 1 on page 76 of 82”,Name: “Table 1 of 1 on page 76 of 82”,Name: “Table 1 of 1 on page 76 of 82”,Name: “Table 1 of 1 on page 76 of 82”,Name: “Table 1 of 1 on page 76 of 82”,Name: “Table 1 of 1 on page 76 of 82”,Name: “Table 1 of 1 on page 76 of 82”,Name: “Table 1 of 1 on page 76 of 82”,Name: “Table 1 of 1 on page 76 of 82”
Table: 76,Table: 76,Table: 76,Table: 76,Table: 76,Table: 76,Table: 76,Table: 76,Table: 76,Table: 76,Table: 76,Table: 76,Table: 76,Table: 76
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2009,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
60000,FAIRFAX CITY FIRE DEPARTMENT,FAIRFAX CITY FIRE DEPARTMENT,FAIRFAX CITY FIRE DEPARTMENT,,,,,,,,,,
Count,253,269,239,219,246,236,228,289,271,305,255,271,"3,081"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,66,51,53,62,68,61,42,194,169,218,213,233,"1,430"
62000,Franklin Fire & Rescue Dept.,Franklin Fire & Rescue Dept.,Franklin Fire & Rescue Dept.,,,,,,,,,,
Count,124,122,170,181,168,165,156,186,88,55,49,49,"1,513"
Exposures,0,0,0,1,0,0,0,0,0,0,0,0,1
Aid Given,6,0,5,10,10,3,8,7,4,5,1,2,61
62001,HUNTERDALE VOL FIRE DEPT,HUNTERDALE VOL FIRE DEPT,HUNTERDALE VOL FIRE DEPT,,,,,,,,,,
Count,8,10,2,7,18,10,8,3,2,0,0,6,74
Exposures,0,0,0,0,0,0,0,1,0,0,0,0,1
Aid Given,37,29,32,34,23,19,27,33,22,1,27,42,326
63000,Fredericksburg Fire Department,Fredericksburg Fire Department,Fredericksburg Fire Department,,,,,,,,,,
Count,232,193,233,229,274,312,252,268,233,252,220,241,"2,939"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,13,1,6,8,4,12,16,22,19,15,12,17,145
64000,Galax Vol. Fire Department,Galax Vol. Fire Department,,,,,,,,,,,
Count,31,22,23,19,16,18,12,14,20,13,16,22,226
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,4,3,2,4,4,0,2,2,5,3,7,37
65000,Administration,,,,,,,,,,,,
Count,"1,782","1,744","1,995","1,861","1,958","1,902","2,041","1,928","1,769","1,962","1,923","1,867","22,732"
Exposures,0,0,2,0,0,1,0,0,1,0,1,0,5
Aid Given,1,3,4,7,2,4,7,2,4,2,12,2,50
Page 76 of 82,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,3/5/10 7:50:41 AM
