Name: “Table 1 of 1 on page 30 of 82”,Name: “Table 1 of 1 on page 30 of 82”,Name: “Table 1 of 1 on page 30 of 82”,Name: “Table 1 of 1 on page 30 of 82”,Name: “Table 1 of 1 on page 30 of 82”,Name: “Table 1 of 1 on page 30 of 82”,Name: “Table 1 of 1 on page 30 of 82”,Name: “Table 1 of 1 on page 30 of 82”,Name: “Table 1 of 1 on page 30 of 82”,Name: “Table 1 of 1 on page 30 of 82”,Name: “Table 1 of 1 on page 30 of 82”,Name: “Table 1 of 1 on page 30 of 82”,Name: “Table 1 of 1 on page 30 of 82”,Name: “Table 1 of 1 on page 30 of 82”
Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2009,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
07500,Goochand Co. Fire/Rescue Dept.,Goochand Co. Fire/Rescue Dept.,Goochand Co. Fire/Rescue Dept.,,,,,,,,,,
Count,69,67,97,70,59,73,42,45,35,28,22,49,656
Exposures,0,0,1,0,0,0,0,0,0,0,0,0,1
Aid Given,0,2,1,2,0,0,0,0,1,0,0,0,6
07701,ELK CREEK VOL. FIRE DEPT.,ELK CREEK VOL. FIRE DEPT.,ELK CREEK VOL. FIRE DEPT.,,,,,,,,,,
Count,1,4,3,3,1,4,1,4,1,0,4,3,29
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,1,0,0,0,0,0,0,0,0,0,1
07702,FRIES VOL. FIRE DEPT.,FRIES VOL. FIRE DEPT.,,,,,,,,,,,
Count,4,2,3,3,3,7,1,3,1,4,1,6,38
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
07703,INDEPENDENCE VOL. FIRE DEPT.,INDEPENDENCE VOL. FIRE DEPT.,INDEPENDENCE VOL. FIRE DEPT.,,,,,,,,,,
Count,8,11,11,4,9,10,2,5,5,2,2,9,78
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,2,0,0,0,0,0,0,0,0,2
07706,RUGBY FIRE DEPT.,RUGBY FIRE DEPT.,,,,,,,,,,,
Count,2,3,2,4,1,3,5,1,1,3,5,8,38
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,1,0,0,0,0,0,2,0,0,3
07901,RUCKERSVILLE VOL. FIRE DEPT.,RUCKERSVILLE VOL. FIRE DEPT.,RUCKERSVILLE VOL. FIRE DEPT.,,,,,,,,,,
Count,64,57,43,43,52,52,33,30,25,42,35,0,476
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,11,1,0,0,0,0,0,0,0,6,4,0,22
Page 30 of 82,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,3/5/10 7:50:28 AM
