Name: “Table 1 of 1 on page 44 of 82”,Name: “Table 1 of 1 on page 44 of 82”,Name: “Table 1 of 1 on page 44 of 82”,Name: “Table 1 of 1 on page 44 of 82”,Name: “Table 1 of 1 on page 44 of 82”,Name: “Table 1 of 1 on page 44 of 82”,Name: “Table 1 of 1 on page 44 of 82”,Name: “Table 1 of 1 on page 44 of 82”,Name: “Table 1 of 1 on page 44 of 82”,Name: “Table 1 of 1 on page 44 of 82”,Name: “Table 1 of 1 on page 44 of 82”,Name: “Table 1 of 1 on page 44 of 82”,Name: “Table 1 of 1 on page 44 of 82”,Name: “Table 1 of 1 on page 44 of 82”
Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2009,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
11501,MATHEWS VOL. FIRE DEPT.,MATHEWS VOL. FIRE DEPT.,MATHEWS VOL. FIRE DEPT.,,,,,,,,,,
Count,22,14,20,19,25,19,17,9,24,14,22,18,223
Exposures,0,0,0,0,1,0,0,0,1,0,0,0,2
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
11702,Buckhorn Volunteer Fire Depart,Buckhorn Volunteer Fire Depart,Buckhorn Volunteer Fire Depart,,,,,,,,,,
Count,4,7,2,3,2,0,1,5,0,1,3,1,29
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,2,0,1,0,0,1,3,1,1,1,2,14
11703,CHASE CITY VOL. FIRE DEPT.,CHASE CITY VOL. FIRE DEPT.,CHASE CITY VOL. FIRE DEPT.,,,,,,,,,,
Count,19,17,12,17,17,21,18,16,16,21,15,10,199
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,2,5,2,4,1,2,1,4,3,3,4,33
11704,CLARKSVILLE VOL. FIRE DEPT.,CLARKSVILLE VOL. FIRE DEPT.,CLARKSVILLE VOL. FIRE DEPT.,,,,,,,,,,
Count,11,25,16,13,11,10,10,4,10,15,15,14,154
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,2,0,1,1,3,0,0,0,2,1,2,14
11705,LaCrosse Volunteer Fire Depart,LaCrosse Volunteer Fire Depart,LaCrosse Volunteer Fire Depart,,,,,,,,,,
Count,13,8,6,7,11,5,8,4,9,14,7,10,102
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,15,7,11,7,8,2,13,6,1,7,8,8,93
11706,PALMER SPRINGS VOL. FIRE,PALMER SPRINGS VOL. FIRE,PALMER SPRINGS VOL. FIRE,,,,,,,,,,
Count,3,5,2,3,0,2,2,2,1,0,1,3,24
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,3,0,2,0,0,0,2,0,3,2,0,13
Page 44 of 82,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,3/5/10 7:50:31 AM
