Name: “Table 1 of 1 on page 3 of 11”,Name: “Table 1 of 1 on page 3 of 11”,Name: “Table 1 of 1 on page 3 of 11”,Name: “Table 1 of 1 on page 3 of 11”,Name: “Table 1 of 1 on page 3 of 11”,Name: “Table 1 of 1 on page 3 of 11”,Name: “Table 1 of 1 on page 3 of 11”,Name: “Table 1 of 1 on page 3 of 11”,Name: “Table 1 of 1 on page 3 of 11”,Name: “Table 1 of 1 on page 3 of 11”,Name: “Table 1 of 1 on page 3 of 11”,Name: “Table 1 of 1 on page 3 of 11”
Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3
,,,,,,,,,,,
,,,,,TABLE 4.10-1,TABLE 4.10-1,,,,,
,,,,STORMWATER RUNOFF POLLUTION LOADINGS,STORMWATER RUNOFF POLLUTION LOADINGS,STORMWATER RUNOFF POLLUTION LOADINGS,STORMWATER RUNOFF POLLUTION LOADINGS,STORMWATER RUNOFF POLLUTION LOADINGS,,,
,,,Daily Production,,,,,,,,
,,,,,,Annual Pollutant Loadings (kg),Annual Pollutant Loadings (kg),Annual Pollutant Loadings (kg),Annual Pollutant Loadings (kg),,
,,,Rate of Pollutant,,,,,,,,
,Pollutant,Pollutant,,,,,,,,,
,,,(mg/vehicle,2004 - Base,,,,,,,
,,,mile) 2,,No Build,CBA 1,CBA 1,CBA 2,CBA 2,CBA 3,CBA 3
,,,,,,,Build/No,,Build/No,,Build/No
,,,,,,Loading at,,Loading at,,Loading at,
,,,,,,,Build,,Build,,Build
,,,,,,2026,,2026,,2026,
,,,,,,,Difference,,Difference,,Difference
Chemical,,Oxygen,,,,,,,,,
,,,63.5,"66,398.09","91,062.36","112,219.99","21,157.63","99,795.92","8,733.56","112,172.98","21,110.62"
Demand,,,,,,,,,,,
Suspended Solids,Suspended Solids,Suspended Solids,120,"125,476.71","172,086.35","212,069.26","39,982.92","188,590.71","16,504.37","211,980.44","39,894.09"
Floatable Solids,Floatable Solids,Floatable Solids,3.93,"4,109.36","5,635.83","6,945.27","1,309.44","6,176.35",540.52,"6,942.36","1,306.53"
Settleable Solids,Settleable Solids,Settleable Solids,43.5,"45,485.31","62,381.30","76,875.11","14,493.81","68,364.13","5,982.83","76,842.91","14,461.61"
Oil,,,9.67,"10,111.33","13,867.29","17,089.25","3,221.96","15,197.27","1,329.98","17,082.09","3,214.80"
Chromium,,,0.0077,8.05,11.04,13.61,2.57,12.10,1.06,13.60,2.56
Copper,,,0.0696,72.78,99.81,123.00,23.19,109.38,9.57,122.95,23.14
Zinc,,,0.735,768.54,"1,054.03","1,298.92",244.90,"1,155.12",101.09,"1,298.38",244.35
Lead,,,1.82,"1,903.06","2,609.98","3,216.38",606.41,"2,860.29",250.32,"3,215.04",605.06
Nickel,,,0.062,64.83,88.91,109.57,20.66,97.44,8.53,109.52,20.61
Total Phosphorus,Total Phosphorus,Total Phosphorus,0.097,101.43,139.10,171.42,32.32,152.44,13.34,171.35,32.25
Total Nitrogen,Total Nitrogen,,3.4,"3,555.17","4,875.78","6,008.63","1,132.85","5,343.40",467.62,"6,006.11","1,130.33"
TOTAL,,,,"258,054.66","353,911.77","436,140.41","82,228.64","387,854.56","33,942.78","435,957.73","82,045.96"
% Increase,,,,,,,,,,,
,,,,,,,23.23,,9.59,,23.18
Compared to No-Build,Compared to No-Build,Compared to No-Build,,,,,,,,,
Vehicle,Miles,Traveled,,,,,,,,,
(millions of vehicles per,(millions of vehicles per,(millions of vehicles per,,"2,864,765","3,928,912",,"4,841,764",,"4,305,724",,"4,839,736"
day),,,,,,,,,,,
1,Projected loading does not reflect reductions that would occur following implementation of best management practices.,Projected loading does not reflect reductions that would occur following implementation of best management practices.,Projected loading does not reflect reductions that would occur following implementation of best management practices.,Projected loading does not reflect reductions that would occur following implementation of best management practices.,Projected loading does not reflect reductions that would occur following implementation of best management practices.,Projected loading does not reflect reductions that would occur following implementation of best management practices.,Projected loading does not reflect reductions that would occur following implementation of best management practices.,,,,
2,"Reference: Sylvester and DeWalle, December 1972.","Reference: Sylvester and DeWalle, December 1972.","Reference: Sylvester and DeWalle, December 1972.","Reference: Sylvester and DeWalle, December 1972.",,,,,,,
Route 460 Location Study,Route 460 Location Study,Route 460 Location Study,,,,4-54,,,Draft Environmental Impact Statement,Draft Environmental Impact Statement,Draft Environmental Impact Statement
,,,,,,,,,,May 2005,May 2005
