Name: “Table 1 of 1 on page 10 of 11”,Name: “Table 1 of 1 on page 10 of 11”,Name: “Table 1 of 1 on page 10 of 11”,Name: “Table 1 of 1 on page 10 of 11”,Name: “Table 1 of 1 on page 10 of 11”,Name: “Table 1 of 1 on page 10 of 11”,Name: “Table 1 of 1 on page 10 of 11”,Name: “Table 1 of 1 on page 10 of 11”,Name: “Table 1 of 1 on page 10 of 11”,Name: “Table 1 of 1 on page 10 of 11”,Name: “Table 1 of 1 on page 10 of 11”,Name: “Table 1 of 1 on page 10 of 11”,Name: “Table 1 of 1 on page 10 of 11”,Name: “Table 1 of 1 on page 10 of 11”,Name: “Table 1 of 1 on page 10 of 11”,Name: “Table 1 of 1 on page 10 of 11”,Name: “Table 1 of 1 on page 10 of 11”,Name: “Table 1 of 1 on page 10 of 11”,Name: “Table 1 of 1 on page 10 of 11”
Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10
,,,,,,,,,,,,,,,,,,
Tally,Tally,,,,,,,,,,,,,,,,,
Selected Coded Field:,Selected Coded Field:,Property Use,Property Use,Property Use,,,,,,,,,,,,,,
Report Period:,Report Period:,1/1/08 - 12/31/08,1/1/08 - 12/31/08,,,,,,,,,,,,,,,
COD,DESCRIPTOR,FREQ,FREQ %,EXPs,CIV,CIV,CIV,CIV,FF,FF DTH,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
E,,,,,DTHS,DTHS %,INJS,INJS %,DTHS,%,INJS,INJS %,,LOSS %,,LOSS %,,LOSS %
,Tunnel,,,,,,,,,,,,,,,,,
922,,161,0.03%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"22,501",0.01%,"2,001",0.00%,"24,502",0.01%
,"Outbuilding, protective",,,,,,,,,,,,,,,,,
926,shelter,276,0.05%,7,0,0.00%,1,0.18%,0,0.00%,0,0.00%,"858,165",0.33%,"395,987",0.33%,"1,254,152",0.33%
,Open land or field,,,,,,,,,,,,,,,,,
931,,"6,715",1.10%,34,3,2.44%,6,1.06%,0,0.00%,6,1.85%,"1,513,147",0.59%,"70,993",0.06%,"1,584,140",0.42%
,Campsite with utilities,,,,,,,,,,,,,,,,,
935,,224,0.04%,1,0,0.00%,2,0.35%,0,0.00%,0,0.00%,"87,702",0.03%,"14,528",0.01%,"102,230",0.03%
,Vacant lot,,,,,,,,,,,,,,,,,
936,,"1,366",0.22%,1,2,1.63%,0,0.00%,0,0.00%,2,0.62%,"351,327",0.14%,"39,454",0.03%,"390,781",0.10%
,Beach,,,,,,,,,,,,,,,,,
937,,229,0.04%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"4,252",0.00%,"1,002",0.00%,"5,254",0.00%
,Graded and cared-for,,,,,,,,,,,,,,,,,
938,plots of land,"2,733",0.45%,19,0,0.00%,2,0.35%,0,0.00%,0,0.00%,"1,386,464",0.54%,"131,073",0.11%,"1,517,537",0.40%
,"Water area, other",,,,,,,,,,,,,,,,,
940,,326,0.05%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,2,0.00%,"1,002",0.00%,"1,004",0.00%
,"Open ocean, sea or tidal",,,,,,,,,,,,,,,,,
941,waters,197,0.03%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"50,850",0.02%,"1,101",0.00%,"51,951",0.01%
,"Lake, river, stream",,,,,,,,,,,,,,,,,
946,,726,0.12%,0,0,0.00%,0,0.00%,0,0.00%,1,0.31%,"77,131",0.03%,"58,007",0.05%,"135,138",0.04%
,Railroad right of way,,,,,,,,,,,,,,,,,
951,,363,0.06%,2,0,0.00%,1,0.18%,0,0.00%,0,0.00%,"120,962",0.05%,536,0.00%,"121,498",0.03%
,Railroad yard,,,,,,,,,,,,,,,,,
952,,149,0.02%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"8,510",0.00%,"3,990",0.00%,"12,500",0.00%
,"Street, other",,,,,,,,,,,,,,,,,
960,,"16,230",2.67%,2,4,3.25%,7,1.24%,0,0.00%,0,0.00%,"5,848,251",2.27%,"1,298,144",1.08%,"7,146,395",1.89%
,Highway or divided,,,,,,,,,,,,,,,,,
961,highway,"34,442",5.66%,7,16,13.01%,18,3.19%,0,0.00%,19,5.86%,"9,681,335",3.75%,"1,065,138",0.89%,"10,746,473",2.84%
,"Residential street, road",,,,,,,,,,,,,,,,,
962,or residential driveway,"28,873",4.74%,25,4,3.25%,19,3.36%,0,0.00%,7,2.16%,"5,066,809",1.96%,"558,821",0.47%,"5,625,630",1.49%
,Street or road in,,,,,,,,,,,,,,,,,
963,commercial area,"13,226",2.17%,3,0,0.00%,0,0.00%,0,0.00%,11,3.40%,"779,143",0.30%,"53,568",0.04%,"832,711",0.22%
,Page 10 of 11,,,,,,,NFIRS 5.0 National Reporting,NFIRS 5.0 National Reporting,NFIRS 5.0 National Reporting,NFIRS 5.0 National Reporting,,,,,4/7/09 11:20:21 AM,4/7/09 11:20:21 AM,
