Name: “Table 1 of 1 on page 3 of 11”,Name: “Table 1 of 1 on page 3 of 11”,Name: “Table 1 of 1 on page 3 of 11”,Name: “Table 1 of 1 on page 3 of 11”,Name: “Table 1 of 1 on page 3 of 11”,Name: “Table 1 of 1 on page 3 of 11”,Name: “Table 1 of 1 on page 3 of 11”,Name: “Table 1 of 1 on page 3 of 11”,Name: “Table 1 of 1 on page 3 of 11”,Name: “Table 1 of 1 on page 3 of 11”,Name: “Table 1 of 1 on page 3 of 11”,Name: “Table 1 of 1 on page 3 of 11”,Name: “Table 1 of 1 on page 3 of 11”,Name: “Table 1 of 1 on page 3 of 11”,Name: “Table 1 of 1 on page 3 of 11”,Name: “Table 1 of 1 on page 3 of 11”,Name: “Table 1 of 1 on page 3 of 11”,Name: “Table 1 of 1 on page 3 of 11”,Name: “Table 1 of 1 on page 3 of 11”
Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3
,,,,,,,,,,,,,,,,,,
Tally,Tally,,,,,,,,,,,,,,,,,
Selected Coded Field:,Selected Coded Field:,Property Use,Property Use,Property Use,,,,,,,,,,,,,,
Report Period:,Report Period:,1/1/08 - 12/31/08,1/1/08 - 12/31/08,,,,,,,,,,,,,,,
COD,DESCRIPTOR,FREQ,FREQ %,EXPs,CIV,CIV,CIV,CIV,FF,FF DTH,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
E,,,,,DTHS,DTHS %,INJS,INJS %,DTHS,%,INJS,INJS %,,LOSS %,,LOSS %,,LOSS %
,"Church, mosque,",,,,,,,,,,,,,,,,,
131,"synagogue, temple,","4,114",0.68%,2,0,0.00%,0,0.00%,0,0.00%,1,0.31%,"733,650",0.28%,"259,736",0.22%,"993,386",0.26%
,chapel,,,,,,,,,,,,,,,,,
,Funeral parlor,,,,,,,,,,,,,,,,,
134,,93,0.02%,0,0,0.00%,1,0.18%,0,0.00%,0,0.00%,"118,750",0.05%,0,0.00%,"118,750",0.03%
,"Clubs, other",,,,,,,,,,,,,,,,,
140,,364,0.06%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"40,000",0.02%,"10,000",0.01%,"50,000",0.01%
,Athletic/health club,,,,,,,,,,,,,,,,,
141,,827,0.14%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"24,600",0.01%,"3,035",0.00%,"27,635",0.01%
,Clubhouse,,,,,,,,,,,,,,,,,
142,,353,0.06%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"82,900",0.03%,"40,050",0.03%,"122,950",0.03%
,Yacht Club,,,,,,,,,,,,,,,,,
143,,32,0.01%,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"82,000",0.03%,"5,500",0.00%,"87,500",0.02%
,"Casino, gambling clubs",,,,,,,,,,,,,,,,,
144,,37,0.01%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,"Public or government,",,,,,,,,,,,,,,,,,
150,other,"1,724",0.28%,0,0,0.00%,0,0.00%,0,0.00%,7,2.16%,"66,172",0.03%,"16,102",0.01%,"82,274",0.02%
,Library,,,,,,,,,,,,,,,,,
151,,373,0.06%,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,85,0.00%,1,0.00%,86,0.00%
,Museum,,,,,,,,,,,,,,,,,
152,,257,0.04%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"820,500",0.32%,"205,000",0.17%,"1,025,500",0.27%
,"Memorial structure,",,,,,,,,,,,,,,,,,
154,including monuments &,124,0.02%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,statues,,,,,,,,,,,,,,,,,
,Courthouse,,,,,,,,,,,,,,,,,
155,,411,0.07%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,250,0.00%,0,0.00%,250,0.00%
,"Eating, drinking places",,,,,,,,,,,,,,,,,
160,,673,0.11%,0,0,0.00%,1,0.18%,0,0.00%,0,0.00%,"216,502",0.08%,"912,302",0.76%,"1,128,804",0.30%
,Restaurant or cafeteria,,,,,,,,,,,,,,,,,
161,,"4,536",0.75%,3,0,0.00%,2,0.35%,0,0.00%,0,0.00%,"3,245,928",1.26%,"1,597,635",1.33%,"4,843,563",1.28%
,Bar or nightclub,,,,,,,,,,,,,,,,,
162,,531,0.09%,0,0,0.00%,0,0.00%,0,0.00%,1,0.31%,"456,000",0.18%,"29,750",0.02%,"485,750",0.13%
,"Passenger terminal,",,,,,,,,,,,,,,,,,
170,other,130,0.02%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,Page 3 of 11,,,,,,,NFIRS 5.0 National Reporting,NFIRS 5.0 National Reporting,NFIRS 5.0 National Reporting,NFIRS 5.0 National Reporting,,,,,4/7/09 9:46:11 AM,,
