Name: “Table 1 of 1 on page 11 of 11”,Name: “Table 1 of 1 on page 11 of 11”,Name: “Table 1 of 1 on page 11 of 11”,Name: “Table 1 of 1 on page 11 of 11”,Name: “Table 1 of 1 on page 11 of 11”,Name: “Table 1 of 1 on page 11 of 11”,Name: “Table 1 of 1 on page 11 of 11”,Name: “Table 1 of 1 on page 11 of 11”,Name: “Table 1 of 1 on page 11 of 11”,Name: “Table 1 of 1 on page 11 of 11”,Name: “Table 1 of 1 on page 11 of 11”,Name: “Table 1 of 1 on page 11 of 11”,Name: “Table 1 of 1 on page 11 of 11”,Name: “Table 1 of 1 on page 11 of 11”,Name: “Table 1 of 1 on page 11 of 11”,Name: “Table 1 of 1 on page 11 of 11”,Name: “Table 1 of 1 on page 11 of 11”,Name: “Table 1 of 1 on page 11 of 11”,Name: “Table 1 of 1 on page 11 of 11”
Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11
,,,,,,,,,,,,,,,,,,
Tally,Tally,,,,,,,,,,,,,,,,,
Selected Coded Field:,Selected Coded Field:,Property Use,Property Use,Property Use,,,,,,,,,,,,,,
Report Period:,Report Period:,1/1/08 - 12/31/08,1/1/08 - 12/31/08,,,,,,,,,,,,,,,
COD,DESCRIPTOR,FREQ,FREQ %,EXPs,CIV,CIV,CIV,CIV,FF,FF DTH,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
E,,,,,DTHS,DTHS %,INJS,INJS %,DTHS,%,INJS,INJS %,,LOSS %,,LOSS %,,LOSS %
,Vehicle parking area,,,,,,,,,,,,,,,,,
965,,"13,147",2.16%,68,2,1.63%,4,0.71%,0,0.00%,3,0.93%,"5,221,770",2.02%,"782,250",0.65%,"6,004,020",1.59%
,Aircraft runway,,,,,,,,,,,,,,,,,
972,,308,0.05%,0,0,0.00%,0,0.00%,0,0.00%,1,0.31%,"255,200",0.10%,"10,000",0.01%,"265,200",0.07%
,Aircraft taxi-way,,,,,,,,,,,,,,,,,
973,,137,0.02%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,Aircraft loading area,,,,,,,,,,,,,,,,,
974,,811,0.13%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"3,575",0.00%,500,0.00%,"4,075",0.00%
,Construction site,,,,,,,,,,,,,,,,,
981,,452,0.07%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"117,001",0.05%,"13,001",0.01%,"130,002",0.03%
,Oil or gas field,,,,,,,,,,,,,,,,,
982,,13,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,"Pipeline, power line or",,,,,,,,,,,,,,,,,
983,other utility right of way,597,0.10%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"176,363",0.07%,"100,529",0.08%,"276,892",0.07%
,Industrial plant yard -,,,,,,,,,,,,,,,,,
984,area,167,0.03%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"242,450",0.09%,"10,811",0.01%,"253,261",0.07%
,None,,,,,,,,,,,,,,,,,
NNN,,"13,568",2.23%,3,7,5.69%,33,5.84%,0,0.00%,3,0.93%,"1,690,693",0.66%,"186,674",0.16%,"1,877,367",0.50%
,Undetermined,,,,,,,,,,,,,,,,,
UUU,,"10,191",1.67%,7,1,0.81%,0,0.00%,0,0.00%,1,0.31%,"241,207",0.09%,"64,275",0.05%,"305,482",0.08%
Totals,,"608,720",100.00%,573,123,100.00%,565,100.00%,1,100.00%,324,100.00%,"258,087,676 100.00%","258,087,676 100.00%","120,045,014",100.00%,"378,132,690",100.00%
Mutual Aid Given Incidents,Mutual Aid Given Incidents,"13,858",,,,,,,,,,,,,,,,
,Page 11 of 11,,,,,,,NFIRS 5.0 National Reporting,NFIRS 5.0 National Reporting,NFIRS 5.0 National Reporting,NFIRS 5.0 National Reporting,,,,,4/7/09 11:43:14 AM,4/7/09 11:43:14 AM,
