Name: “Table 1 of 1 on page 8 of 16”,Name: “Table 1 of 1 on page 8 of 16”,Name: “Table 1 of 1 on page 8 of 16”,Name: “Table 1 of 1 on page 8 of 16”,Name: “Table 1 of 1 on page 8 of 16”,Name: “Table 1 of 1 on page 8 of 16”,Name: “Table 1 of 1 on page 8 of 16”,Name: “Table 1 of 1 on page 8 of 16”,Name: “Table 1 of 1 on page 8 of 16”,Name: “Table 1 of 1 on page 8 of 16”,Name: “Table 1 of 1 on page 8 of 16”,Name: “Table 1 of 1 on page 8 of 16”,Name: “Table 1 of 1 on page 8 of 16”,Name: “Table 1 of 1 on page 8 of 16”,Name: “Table 1 of 1 on page 8 of 16”,Name: “Table 1 of 1 on page 8 of 16”,Name: “Table 1 of 1 on page 8 of 16”,Name: “Table 1 of 1 on page 8 of 16”,Name: “Table 1 of 1 on page 8 of 16”
Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8
,,,,,,,,,,,,,,,,,,
Tally,,,,,,,,,,,,,,,,,,
,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,,,,,,,,,,,,
,Report Period: From 01/01/2010 to 12/31/2010,Report Period: From 01/01/2010 to 12/31/2010,Report Period: From 01/01/2010 to 12/31/2010,Report Period: From 01/01/2010 to 12/31/2010,Report Period: From 01/01/2010 to 12/31/2010,Report Period: From 01/01/2010 to 12/31/2010,Report Period: From 01/01/2010 to 12/31/2010,,,,,,,,,,,
CODE,Description,FREQ,FREQ,EXPs,CIV,CIV,CIV,CIV,FF,FF,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
,,,%,,DTHS,DTHS,INJS,INJS,DTHS,DTHS,INJS,INJS,,LOSS,,LOSS,,LOSS
,,,,,,%,,%,,%,,%,,%,,%,,%
400,"Residential, other","10,736",1.67 %,6,4,3.15 %,6,0.92 %,0,0.00 %,5,1.18 %,"4,207,685",2.13 %,"1,477,429",2.27 %,"5,685,114",2.17 %
,,"241,802",,,,,,,,,,,,,,,,
419,1 or 2 family dwelling,,37.61 %,170,59,46.46 %,295,45.04 %,0,0.00 %,190,44.81 %,"96,001,254",48.66 %,"29,437,299",45.28 %,"125,438,553",47.83 %
429,Multifamily dwellings,"76,441",11.89 %,51,7,5.51 %,95,14.50 %,0,0.00 %,43,10.14 %,"16,225,213",8.22 %,"6,283,663",9.67 %,"22,508,876",8.58 %
,"Boarding/rooming house,",,,,,,,,,,,,,,,,,
439,residential hotels,"2,625",0.41 %,0,0,0.00 %,6,0.92 %,0,0.00 %,1,0.24 %,"230,018",0.12 %,"42,167",0.06 %,"272,185",0.10 %
,"Hotel/motel, commercial",,,,,,,,,,,,,,,,,
449,,"8,161",1.27 %,0,0,0.00 %,5,0.76 %,0,0.00 %,1,0.24 %,"1,328,216",0.67 %,"377,079",0.58 %,"1,705,295",0.65 %
,Residential board and,,,,,,,,,,,,,,,,,
459,,"3,854",0.60 %,0,1,0.79 %,3,0.46 %,0,0.00 %,0,0.00 %,"60,677",0.03 %,"12,117",0.02 %,"72,794",0.03 %
,care,,,,,,,,,,,,,,,,,
,Dormitory type,,,,,,,,,,,,,,,,,
460,,"2,851",0.44 %,0,0,0.00 %,2,0.31 %,0,0.00 %,2,0.47 %,"62,120",0.03 %,"29,640",0.05 %,"91,760",0.03 %
,"residence, other",,,,,,,,,,,,,,,,,
,"Sorority house, fraternity",,,,,,,,,,,,,,,,,
462,,130,0.02 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"3,100",0.00 %,"3,100",0.00 %,"6,200",0.00 %
,house,,,,,,,,,,,,,,,,,
464,"Barracks, dormitory",663,0.10 %,0,0,0.00 %,0,0.00 %,0,0.00 %,2,0.47 %,130,0.00 %,900,0.00 %,"1,030",0.00 %
5,"Mercantile, Business",3,0.00 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,"Mercantile, business,",,,,,,,,,,,,,,,,,
500,,"4,919",0.77 %,0,0,0.00 %,1,0.15 %,0,0.00 %,2,0.47 %,"1,767,300",0.90 %,"669,664",1.03 %,"2,436,964",0.93 %
,other,,,,,,,,,,,,,,,,,
,Page 8 of 16,,,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 11:29:10 EST 2011,Fri Mar 11 11:29:10 EST 2011,Fri Mar 11 11:29:10 EST 2011
